Id	名字	图标		1男0女	职业	普攻	技能					初始怒气					
9050902	齐国先锋	wujiang28	126	0	GONG	13110004	13100102										
9010903	鲁国追兵	wujiang2	123	1	QI	13110002	13100205										
9020903	鲁国追兵	wujiang7	121	1	BU	13110001	13100203										
9030903	鲁国追兵	wujiang17	108	0	GONG	13110004	13100102										
9040903	鲁国追兵	wujiang22	105	1	XIE	13110005	13100101										
9050903	鲁国追兵	wujiang27	102	1	BU	13110001	13100203										
9010904	魏国精锐	wujiang4	110	1	XIE	13110005	13100101										
9020904	魏国精锐	wujiang9	114	0	XIE	13110005	13100101										
9030904	魏国精锐	wujiang19	107	0	GONG	13110004	13100102										
9040904	魏国精锐	wujiang24	120	1	CHE	13110003	13100207										
9050904	魏国精锐	wujiang29	119	0	QI	13110002	13100205										
9010905	魏国精锐	wujiang5	128	1	CHE	13110003	13100207										
9020905	魏国精锐	wujiang10	111	0	CHE	13110003	13100207										
9030905	魏国精锐	wujiang20	106	0	GONG	13110004	13100102										
9040905	魏国精锐	wujiang25	127	1	BU	13110001	13100203										
9050905	魏国精锐	wujiang1	103	1	BU	13110001	13100203										
9010906	秦国士兵	wujiang6	115	1	CHE	13110003	13100207										
9020906	秦国士兵	wujiang16	113	0	XIE	13110005	13100101										
9030906	秦国士兵	wujiang21	109	1	GONG	13110004	13100102										
9040906	秦国士兵	wujiang26	118	1	GONG	13110004	13100102										
9050906	秦国士兵	wujiang3	122	1	XIE	13110005	13100101										
9010907	秦国逃兵	wujiang8	104	0	QI	13110002	13100205										
9020907	秦国逃兵	wujiang18	101	0	QI	13110002	13100205										
9030907	秦国逃兵	wujiang23	112	0	CHE	13110003	13100207										
9040907	秦国逃兵	wujiang28	126	0	BU	13110001	13100203										
9050907	秦国逃兵	wujiang2	123	1	XIE	13110005	13100101										
9010908	秦军先锋	wujiang7	121	1	GONG	13110004	13100102										
9020908	秦军先锋	wujiang17	108	0	GONG	13110004	13100102										
9030908	秦军先锋	wujiang22	105	1	CHE	13110003	13100207										
9040908	秦军先锋	wujiang27	102	1	BU	13110001	13100203										
9050908	秦军先锋	wujiang4	110	1	CHE	13110003	13100207										
9010909	秦军大将	wujiang9	114	0	XIE	13110005	13100101										
9020909	秦军大将	wujiang19	107	0	GONG	13110004	13100102										
9030909	秦军大将	wujiang24	120	1	BU	13110001	13100203										
9040909	秦军大将	wujiang29	119	0	CHE	13110003	13100207										
9050909	秦军大将	wujiang5	128	1	BU	13110001	13100203										
9011001	秦军守将	wujiang10	111	0	GONG	13110004	13100102										
9021001	秦军守将	wujiang20	106	0	BU	13110001	13100203										
9031001	秦军守将	wujiang25	127	1	GONG	13110004	13100102										
9041001	秦军守将	wujiang1	103	1	GONG	13110004	13100102										
9051001	秦军守将	wujiang6	115	1	CHE	13110003	13100207										
9011002	守关士兵	wujiang16	113	0	GONG	13110004	13100102										
9021002	守关士兵	wujiang21	109	1	BU	13110001	13100203										
9031002	守关士兵	wujiang26	118	1	CHE	13110003	13100207										
9041002	守关士兵	wujiang3	122	1	CHE	13110003	13100207										
9051002	守关士兵	wujiang8	104	0	XIE	13110005	13100101										
9011003	无忌门客	wujiang18	101	0	XIE	13110005	13100101										
9021003	无忌门客	wujiang23	112	0	QI	13110002	13100205										
9031003	无忌门客	wujiang28	126	0	QI	13110002	13100205										
9041003	无忌门客	wujiang2	123	1	XIE	13110005	13100101										
9051003	无忌门客	wujiang7	121	1	BU	13110001	13100203										
9011004	兵符守卫	wujiang17	108	0	GONG	13110004	13100102										
9021004	兵符守卫	wujiang22	105	1	QI	13110002	13100205										
9031004	兵符守卫	wujiang27	102	1	XIE	13110005	13100101										
9041004	兵符守卫	wujiang4	110	1	BU	13110001	13100203										
9051004	兵符守卫	wujiang9	114	0	QI	13110002	13100205										
9011005	粮仓守卫	wujiang19	107	0	CHE	13110003	13100207										
9021005	粮仓守卫	wujiang24	120	1	QI	13110002	13100205										
9031005	粮仓守卫	wujiang29	119	0	CHE	13110003	13100207										
9041005	粮仓守卫	wujiang5	128	1	GONG	13110004	13100102										
9051005	粮仓守卫	wujiang10	111	0	QI	13110002	13100205										
9011006	秦国士兵	wujiang20	106	0	QI	13110002	13100205										
9021006	秦国士兵	wujiang25	127	1	CHE	13110003	13100207										
9031006	秦国士兵	wujiang1	103	1	GONG	13110004	13100102										
9041006	秦国士兵	wujiang6	115	1	GONG	13110004	13100102										
9051006	秦国士兵	wujiang16	113	0	BU	13110001	13100203										
9011007	秦国逃兵	wujiang5	128	1	xie	13110001	13100203										
9021007	秦国逃兵	wujiang8	104	0	qi	13110001	13100203										
9031007	秦国逃兵	wujiang23	112	0	qi	13110001	13100203										
9041007	秦国逃兵	wujiang7	121	1	bu	13110001	13100203										
9051007	秦国逃兵	wujiang4	110	1	qi	13110001	13100203										
9011008	秦军先锋	wujiang16	113	0	bu	13110001	13100203										
9021008	秦军先锋	wujiang25	127	1	xie	13110001	13100203										
9031008	秦军先锋	wujiang5	128	1	gong	13110001	13100203										
9041008	秦军先锋	wujiang2	123	1	gong	13110001	13100203										
9051008	秦军先锋	wujiang2	123	1	che	13110001	13100203										
9011009	秦军守将	wujiang7	121	1	gong	13110001	13100203										
9021009	秦军守将	wujiang3	122	1	qi	13110001	13100203										
9031009	秦军守将	wujiang16	113	0	xie	13110001	13100203										
9041009	秦军守将	wujiang8	104	0	bu	13110001	13100203										
9051009	秦军守将	wujiang20	106	0	qi	13110001	13100203										
12301113	过关斩将	乐羊	128	1	XIE	13110005	13100101										
12301123	过关斩将	wujiang1	104	0	QI	13110002	13100205										
12301133	过关斩将	西门豹	112	0	QI	13110002	13100205										
12301143	过关斩将	wujiang5	121	1	GONG	13110004	13100102										
12301153	过关斩将	wujiang6	110	1	CHE	13110003	13100207										
12301163	过关斩将	wujiang7	113	0	BU	13110001	13100203										
12301173	过关斩将	吴起	127	1	XIE	13110005	13100101										
12301213	过关斩将	wujiang3	128	1	XIE	13110005	13100101										
12301223	过关斩将	wujiang11	123	1	GONG	13110004	13100102										
12301233	过关斩将	wujiang12	123	1	GONG	13110004	13100102										
12301243	过关斩将	wujiang13	121	1	GONG	13110004	13100102										
12301253	过关斩将	wujiang14	122	1	QI	13110002	13100205										
12301263	过关斩将	wujiang15	113	0	BU	13110001	13100203										
12301273	过关斩将	庞涓	104	0	QI	13110002	13100205										
12301313	过关斩将	wujiang1	106	0	XIE	13110005	13100101										
12301323	过关斩将	wujiang2	123	1	GONG	13110004	13100102										
12301333	过关斩将	wujiang3	106	0	XIE	13110005	13100101										
12301343	过关斩将	wujiang4	127	1	XIE	13110005	13100101										
12301353	过关斩将	wujiang5	115	1	BU	13110001	13100203										
12301363	过关斩将	田忌	123	1	GONG	13110004	13100102										
12301373	过关斩将	田单	127	1	XIE	13110005	13100101										
12301413	过关斩将	wujiang11	118	1	BU	13110001	13100203										
12301423	过关斩将	wujiang12	110	1	CHE	13110003	13100207										
12301433	过关斩将	wujiang13	112	0	QI	13110002	13100205										
12301443	过关斩将	wujiang14	103	1	BU	13110001	13100203										
12301453	过关斩将	苏秦	105	1	GONG	13110004	13100102										
12301463	过关斩将	wujiang1	127	1	XIE	13110005	13100101										
12301473	过关斩将	乐毅	126	0	QI	13110002	13100205										
12301513	过关斩将	wujiang1	123	1	GONG	13110004	13100102										
12301523	过关斩将	wujiang2	109	1	BU	13110001	13100203										
12301533	过关斩将	wujiang3	112	0	QI	13110002	13100205										
12301543	过关斩将	wujiang4	122	1	QI	13110002	13100205										
12301553	过关斩将	wujiang5	122	1	QI	13110002	13100205										
12301563	过关斩将	wujiang6	104	0	QI	13110002	13100205										
12301573	过关斩将	wujiang7	109	1	BU	13110001	13100203										
12302113	过关斩将	wujiang1	122	1	QI	13110002	13100205										
12302123	过关斩将	wujiang2	102	1	GONG	13110004	13100102										
12302133	过关斩将	wujiang3	112	0	QI	13110002	13100205										
12302143	过关斩将	wujiang4	109	1	BU	13110001	13100203										
12302153	过关斩将	wujiang5	121	1	GONG	13110004	13100102										
12302163	过关斩将	wujiang6	128	1	XIE	13110005	13100101										
12302173	过关斩将	wujiang15	109	1	BU	13110001	13100203										
12302213	过关斩将	wujiang11	127	1	XIE	13110005	13100101										
12302223	过关斩将	wujiang12	127	1	XIE	13110005	13100101										
12302233	过关斩将	wujiang13	102	1	GONG	13110004	13100102										
12302243	过关斩将	wujiang14	110	1	CHE	13110003	13100207										
12302253	过关斩将	wujiang15	122	1	QI	13110002	13100205										
12302263	过关斩将	张仪	119	0	CHE	13110003	13100207										
12302273	过关斩将	wujiang1	119	0	CHE	13110003	13100207										
12302313	过关斩将	wujiang2	102	1	GONG	13110004	13100102										
12302323	过关斩将	wujiang3	115	1	BU	13110001	13100203										
12302333	过关斩将	项燕	115	1	BU	13110001	13100203										
12302343	过关斩将	wujiang5	110	1	CHE	13110003	13100207										
12302353	过关斩将	赵奢	127	1	XIE	13110005	13100101										
12302363	过关斩将	廉颇	102	1	GONG	13110004	13100102										
12302373	过关斩将	李牧	105	1	GONG	13110004	13100102										
12302413	过关斩将	wujiang12	127	1	XIE	13110005	13100101										
12302423	过关斩将	李信	112	0	QI	13110002	13100205										
12302433	过关斩将	蒙恬	122	1	QI	13110002	13100205										
12302443	过关斩将	wujiang14	119	0	CHE	13110003	13100207										
12302453	过关斩将	wujiang15	118	1	BU	13110001	13100203										
12302463	过关斩将	王翦	111	0	XIE	13110005	13100101										
12302473	过关斩将	白起	108	0	GONG	13110004	13100102										
12302513	过关斩将	wujiang1	120	1	CHE	13110003	13100207										
12302523	过关斩将	wujiang2	113	0	BU	13110001	13100203										
12302533	过关斩将	wujiang3	128	1	XIE	13110005	13100101										
12302543	过关斩将	wujiang4	114	0	CHE	13110003	13100207										
12302553	过关斩将	wujiang5	115	1	BU	13110001	13100203										
12302563	过关斩将	wujiang14	120	1	CHE	13110003	13100207										
12302573	过关斩将	wujiang15	123	1	GONG	13110004	13100102										
11701101	流寇先锋	wujiang22	105	1	GONG	13110004	13100102										
11701201	流寇先锋	wujiang19	107	0	CHE	13110003	13100207										
11701301	流寇先锋	wujiang7	121	1	GONG	13110004	13100102										
11701401	流寇先锋	wujiang19	107	0	CHE	13110003	13100207										
11701501	流寇先锋	wujiang29	119	0	CHE	13110003	13100207										
11701102	流寇先锋	wujiang8	104	0	QI	13110002	13100205										
11701202	流寇先锋	wujiang17	108	0	GONG	13110004	13100102										
11701302	流寇先锋	wujiang3	122	1	QI	13110002	13100205										
11701402	流寇先锋	wujiang19	107	0	CHE	13110003	13100207										
11701502	流寇先锋	wujiang18	101	0	QI	13110002	13100205										
11701103	流寇先锋	wujiang1	103	1	BU	13110001	13100203										
11701203	流寇先锋	wujiang23	112	0	QI	13110002	13100205										
11701303	流寇先锋	wujiang25	127	1	XIE	13110005	13100101										
11701403	流寇先锋	wujiang29	119	0	CHE	13110003	13100207										
11701503	流寇先锋	wujiang27	102	1	GONG	13110004	13100102										
11701104	流寇先锋	wujiang25	127	1	XIE	13110005	13100101										
11701204	流寇先锋	wujiang20	106	0	XIE	13110005	13100101										
11701304	流寇先锋	wujiang7	121	1	GONG	13110004	13100102										
11701404	流寇先锋	wujiang29	119	0	CHE	13110003	13100207										
11701504	流寇先锋	wujiang20	106	0	XIE	13110005	13100101										
11701105	流寇先锋	wujiang4	110	1	CHE	13110003	13100207										
11701205	流寇先锋	wujiang16	113	0	BU	13110001	13100203										
11701305	流寇先锋	wujiang23	112	0	QI	13110002	13100205										
11701405	流寇先锋	wujiang2	123	1	GONG	13110004	13100102										
11701505	流寇先锋	wujiang24	120	1	CHE	13110003	13100207										
11701106	流寇先锋	wujiang16	113	0	BU	13110001	13100203										
11701206	流寇先锋	wujiang16	113	0	BU	13110001	13100203										
11701306	流寇先锋	wujiang24	120	1	CHE	13110003	13100207										
11701406	流寇先锋	wujiang6	115	1	BU	13110001	13100203										
11701506	流寇先锋	wujiang20	106	0	XIE	13110005	13100101										
11701107	流寇先锋	wujiang18	101	0	QI	13110002	13100205										
11701207	流寇先锋	wujiang26	118	1	BU	13110001	13100203										
11701307	流寇先锋	wujiang20	106	0	XIE	13110005	13100101										
11701407	流寇先锋	wujiang10	111	0	XIE	13110005	13100101										
11701507	流寇先锋	wujiang29	119	0	CHE	13110003	13100207										
11701108	流寇先锋	wujiang5	128	1	XIE	13110005	13100101										
11701208	流寇先锋	wujiang10	111	0	XIE	13110005	13100101										
11701308	流寇先锋	wujiang16	113	0	BU	13110001	13100203										
11701408	流寇先锋	wujiang5	128	1	XIE	13110005	13100101										
11701508	流寇先锋	wujiang22	105	1	GONG	13110004	13100102										
11701109	流寇先锋	wujiang1	103	1	BU	13110001	13100203										
11701209	流寇先锋	wujiang10	111	0	XIE	13110005	13100101										
11701309	流寇先锋	wujiang25	127	1	XIE	13110005	13100101										
11701409	流寇先锋	wujiang20	106	0	XIE	13110005	13100101										
11701509	流寇先锋	wujiang1	103	1	BU	13110001	13100203										
11701110	流寇先锋	wujiang7	121	1	GONG	13110004	13100102										
11701210	流寇先锋	wujiang17	108	0	GONG	13110004	13100102										
11701310	流寇先锋	wujiang28	126	0	QI	13110002	13100205										
11701410	流寇先锋	wujiang10	111	0	XIE	13110005	13100101										
11701510	流寇先锋	wujiang7	121	1	GONG	13110004	13100102										
11701111	流寇先锋	wujiang8	104	0	QI	13110002	13100205										
11701211	流寇先锋	wujiang7	121	1	GONG	13110004	13100102										
11701311	流寇先锋	wujiang19	107	0	CHE	13110003	13100207										
11701411	流寇先锋	wujiang6	115	1	BU	13110001	13100203										
11701511	流寇先锋	wujiang16	113	0	BU	13110001	13100203										
11701112	流寇先锋	wujiang9	114	0	CHE	13110003	13100207										
11701212	流寇先锋	wujiang2	123	1	GONG	13110004	13100102										
11701312	流寇先锋	wujiang6	115	1	BU	13110001	13100203										
11701412	流寇先锋	wujiang6	115	1	BU	13110001	13100203										
11701512	流寇先锋	wujiang20	106	0	XIE	13110005	13100101										
11702101	叛军首领	wujiang16	113	0	BU	13110001	13100203										
11702201	叛军首领	wujiang1	103	1	BU	13110001	13100203										
11702301	叛军首领	wujiang10	111	0	XIE	13110005	13100101										
11702401	叛军首领	wujiang9	114	0	CHE	13110003	13100207										
11702501	叛军首领	wujiang18	101	0	QI	13110002	13100205										
11702102	叛军首领	wujiang8	104	0	QI	13110002	13100205										
11702202	叛军首领	wujiang4	110	1	CHE	13110003	13100207										
11702302	叛军首领	wujiang18	101	0	QI	13110002	13100205										
11702402	叛军首领	wujiang7	121	1	GONG	13110004	13100102										
11702502	叛军首领	wujiang7	121	1	GONG	13110004	13100102										
11702103	叛军首领	wujiang20	106	0	XIE	13110005	13100101										
11702203	叛军首领	wujiang25	127	1	XIE	13110005	13100101										
11702303	叛军首领	wujiang23	112	0	QI	13110002	13100205										
11702403	叛军首领	wujiang20	106	0	XIE	13110005	13100101										
11702503	叛军首领	wujiang24	120	1	CHE	13110003	13100207										
11702104	叛军首领	wujiang1	103	1	BU	13110001	13100203										
11702204	叛军首领	wujiang19	107	0	CHE	13110003	13100207										
11702304	叛军首领	wujiang19	107	0	CHE	13110003	13100207										
11702404	叛军首领	wujiang25	127	1	XIE	13110005	13100101										
11702504	叛军首领	wujiang28	126	0	QI	13110002	13100205										
11702105	叛军首领	wujiang23	112	0	QI	13110002	13100205										
11702205	叛军首领	wujiang22	105	1	GONG	13110004	13100102										
11702305	叛军首领	wujiang9	114	0	CHE	13110003	13100207										
11702405	叛军首领	wujiang21	109	1	BU	13110001	13100203										
11702505	叛军首领	wujiang5	128	1	XIE	13110005	13100101										
11702106	叛军首领	wujiang5	128	1	XIE	13110005	13100101										
11702206	叛军首领	wujiang7	121	1	GONG	13110004	13100102										
11702306	叛军首领	wujiang22	105	1	GONG	13110004	13100102										
11702406	叛军首领	wujiang27	102	1	GONG	13110004	13100102										
11702506	叛军首领	wujiang8	104	0	QI	13110002	13100205										
11702107	叛军首领	wujiang26	118	1	BU	13110001	13100203										
11702207	叛军首领	wujiang18	101	0	QI	13110002	13100205										
11702307	叛军首领	wujiang20	106	0	XIE	13110005	13100101										
11702407	叛军首领	wujiang27	102	1	GONG	13110004	13100102										
11702507	叛军首领	wujiang25	127	1	XIE	13110005	13100101										
11702108	叛军首领	wujiang25	127	1	XIE	13110005	13100101										
11702208	叛军首领	wujiang6	115	1	BU	13110001	13100203										
11702308	叛军首领	wujiang2	123	1	GONG	13110004	13100102										
11702408	叛军首领	wujiang5	128	1	XIE	13110005	13100101										
11702508	叛军首领	wujiang1	103	1	BU	13110001	13100203										
11702109	叛军首领	wujiang4	110	1	CHE	13110003	13100207										
11702209	叛军首领	wujiang8	104	0	QI	13110002	13100205										
11702309	叛军首领	wujiang1	103	1	BU	13110001	13100203										
11702409	叛军首领	wujiang7	121	1	GONG	13110004	13100102										
11702509	叛军首领	wujiang10	111	0	XIE	13110005	13100101										
11702110	叛军首领	wujiang23	112	0	QI	13110002	13100205										
11702210	叛军首领	wujiang22	105	1	GONG	13110004	13100102										
11702310	叛军首领	wujiang6	115	1	BU	13110001	13100203										
11702410	叛军首领	wujiang8	104	0	QI	13110002	13100205										
11702510	叛军首领	wujiang23	112	0	QI	13110002	13100205										
11702111	叛军首领	wujiang3	122	1	QI	13110002	13100205										
11702211	叛军首领	wujiang28	126	0	QI	13110002	13100205										
11702311	叛军首领	wujiang6	115	1	BU	13110001	13100203										
11702411	叛军首领	wujiang28	126	0	QI	13110002	13100205										
11702511	叛军首领	wujiang7	121	1	GONG	13110004	13100102										
11702112	叛军首领	wujiang8	104	0	QI	13110002	13100205										
11702212	叛军首领	wujiang21	109	1	BU	13110001	13100203										
11702312	叛军首领	wujiang17	108	0	GONG	13110004	13100102										
11702412	叛军首领	wujiang5	128	1	XIE	13110005	13100101										
11702512	叛军首领	wujiang1	103	1	BU	13110001	13100203										
11703101	戍卒首领	wujiang10	111	0	XIE	13110005	13100101										
11703201	戍卒首领	wujiang5	128	1	XIE	13110005	13100101										
11703301	戍卒首领	wujiang7	121	1	GONG	13110004	13100102										
11703401	戍卒首领	wujiang9	114	0	CHE	13110003	13100207										
11703501	戍卒首领	wujiang3	122	1	QI	13110002	13100205										
11703102	戍卒首领	wujiang19	107	0	CHE	13110003	13100207										
11703202	戍卒首领	wujiang19	107	0	CHE	13110003	13100207										
11703302	戍卒首领	wujiang27	102	1	GONG	13110004	13100102										
11703402	戍卒首领	wujiang26	118	1	BU	13110001	13100203										
11703502	戍卒首领	wujiang1	103	1	BU	13110001	13100203										
11703103	戍卒首领	wujiang24	120	1	CHE	13110003	13100207										
11703203	戍卒首领	wujiang20	106	0	XIE	13110005	13100101										
11703303	戍卒首领	wujiang2	123	1	GONG	13110004	13100102										
11703403	戍卒首领	wujiang7	121	1	GONG	13110004	13100102										
11703503	戍卒首领	wujiang10	111	0	XIE	13110005	13100101										
11703104	戍卒首领	wujiang28	126	0	QI	13110002	13100205										
11703204	戍卒首领	wujiang3	122	1	QI	13110002	13100205										
11703304	戍卒首领	wujiang19	107	0	CHE	13110003	13100207										
11703404	戍卒首领	wujiang21	109	1	BU	13110001	13100203										
11703504	戍卒首领	wujiang25	127	1	XIE	13110005	13100101										
11703105	戍卒首领	wujiang27	102	1	GONG	13110004	13100102										
11703205	戍卒首领	wujiang27	102	1	GONG	13110004	13100102										
11703305	戍卒首领	wujiang29	119	0	CHE	13110003	13100207										
11703405	戍卒首领	wujiang21	109	1	BU	13110001	13100203										
11703505	戍卒首领	wujiang24	120	1	CHE	13110003	13100207										
11703106	戍卒首领	wujiang5	128	1	XIE	13110005	13100101										
11703206	戍卒首领	wujiang22	105	1	GONG	13110004	13100102										
11703306	戍卒首领	wujiang1	103	1	BU	13110001	13100203										
11703406	戍卒首领	wujiang24	120	1	CHE	13110003	13100207										
11703506	戍卒首领	wujiang1	103	1	BU	13110001	13100203										
11703107	戍卒首领	wujiang2	123	1	GONG	13110004	13100102										
11703207	戍卒首领	wujiang21	109	1	BU	13110001	13100203										
11703307	戍卒首领	wujiang27	102	1	GONG	13110004	13100102										
11703407	戍卒首领	wujiang7	121	1	GONG	13110004	13100102										
11703507	戍卒首领	wujiang19	107	0	CHE	13110003	13100207										
11703108	戍卒首领	wujiang2	123	1	GONG	13110004	13100102										
11703208	戍卒首领	wujiang16	113	0	BU	13110001	13100203										
11703308	戍卒首领	wujiang19	107	0	CHE	13110003	13100207										
11703408	戍卒首领	wujiang9	114	0	CHE	13110003	13100207										
11703508	戍卒首领	wujiang25	127	1	XIE	13110005	13100101										
11703109	戍卒首领	wujiang10	111	0	XIE	13110005	13100101										
11703209	戍卒首领	wujiang28	126	0	QI	13110002	13100205										
11703309	戍卒首领	wujiang23	112	0	QI	13110002	13100205										
11703409	戍卒首领	wujiang10	111	0	XIE	13110005	13100101										
11703509	戍卒首领	wujiang16	113	0	BU	13110001	13100203										
11703110	戍卒首领	wujiang22	105	1	GONG	13110004	13100102										
11703210	戍卒首领	wujiang3	122	1	QI	13110002	13100205										
11703310	戍卒首领	wujiang10	111	0	XIE	13110005	13100101										
11703410	戍卒首领	wujiang21	109	1	BU	13110001	13100203										
11703510	戍卒首领	wujiang28	126	0	QI	13110002	13100205										
11703111	戍卒首领	wujiang4	110	1	CHE	13110003	13100207										
11703211	戍卒首领	wujiang18	101	0	QI	13110002	13100205										
11703311	戍卒首领	wujiang19	107	0	CHE	13110003	13100207										
11703411	戍卒首领	wujiang2	123	1	GONG	13110004	13100102										
11703511	戍卒首领	wujiang23	112	0	QI	13110002	13100205										
11703112	戍卒首领	wujiang3	122	1	QI	13110002	13100205										
11703212	戍卒首领	wujiang24	120	1	CHE	13110003	13100207										
11703312	戍卒首领	wujiang27	102	1	GONG	13110004	13100102										
11703412	戍卒首领	wujiang7	121	1	GONG	13110004	13100102										
11703512	戍卒首领	wujiang1	103	1	BU	13110001	13100203										
11704101	蛮族先锋	wujiang10	111	0	XIE	13110005	13100101										
11704201	蛮族先锋	wujiang3	122	1	QI	13110002	13100205										
11704301	蛮族先锋	wujiang28	126	0	QI	13110002	13100205										
11704401	蛮族先锋	wujiang26	118	1	BU	13110001	13100203										
11704501	蛮族先锋	wujiang23	112	0	QI	13110002	13100205										
11704102	蛮族先锋	wujiang16	113	0	BU	13110001	13100203										
11704202	蛮族先锋	wujiang10	111	0	XIE	13110005	13100101										
11704302	蛮族先锋	wujiang27	102	1	GONG	13110004	13100102										
11704402	蛮族先锋	wujiang22	105	1	GONG	13110004	13100102										
11704502	蛮族先锋	wujiang29	119	0	CHE	13110003	13100207										
11704103	蛮族先锋	wujiang19	107	0	CHE	13110003	13100207										
11704203	蛮族先锋	wujiang10	111	0	XIE	13110005	13100101										
11704303	蛮族先锋	wujiang18	101	0	QI	13110002	13100205										
11704403	蛮族先锋	wujiang3	122	1	QI	13110002	13100205										
11704503	蛮族先锋	wujiang3	122	1	QI	13110002	13100205										
11704104	蛮族先锋	wujiang26	118	1	BU	13110001	13100203										
11704204	蛮族先锋	wujiang5	128	1	XIE	13110005	13100101										
11704304	蛮族先锋	wujiang28	126	0	QI	13110002	13100205										
11704404	蛮族先锋	wujiang29	119	0	CHE	13110003	13100207										
11704504	蛮族先锋	wujiang8	104	0	QI	13110002	13100205										
11704105	蛮族先锋	wujiang3	122	1	QI	13110002	13100205										
11704205	蛮族先锋	wujiang4	110	1	CHE	13110003	13100207										
11704305	蛮族先锋	wujiang24	120	1	CHE	13110003	13100207										
11704405	蛮族先锋	wujiang28	126	0	QI	13110002	13100205										
11704505	蛮族先锋	wujiang23	112	0	QI	13110002	13100205										
11704106	蛮族先锋	wujiang7	121	1	GONG	13110004	13100102										
11704206	蛮族先锋	wujiang29	119	0	CHE	13110003	13100207										
11704306	蛮族先锋	wujiang20	106	0	XIE	13110005	13100101										
11704406	蛮族先锋	wujiang19	107	0	CHE	13110003	13100207										
11704506	蛮族先锋	wujiang6	115	1	BU	13110001	13100203										
11704107	蛮族先锋	wujiang9	114	0	CHE	13110003	13100207										
11704207	蛮族先锋	wujiang29	119	0	CHE	13110003	13100207										
11704307	蛮族先锋	wujiang3	122	1	QI	13110002	13100205										
11704407	蛮族先锋	wujiang20	106	0	XIE	13110005	13100101										
11704507	蛮族先锋	wujiang6	115	1	BU	13110001	13100203										
11704108	蛮族先锋	wujiang22	105	1	GONG	13110004	13100102										
11704208	蛮族先锋	wujiang25	127	1	XIE	13110005	13100101										
11704308	蛮族先锋	wujiang2	123	1	GONG	13110004	13100102										
11704408	蛮族先锋	wujiang9	114	0	CHE	13110003	13100207										
11704508	蛮族先锋	wujiang17	108	0	GONG	13110004	13100102										
11704109	蛮族先锋	wujiang26	118	1	BU	13110001	13100203										
11704209	蛮族先锋	wujiang6	115	1	BU	13110001	13100203										
11704309	蛮族先锋	wujiang8	104	0	QI	13110002	13100205										
11704409	蛮族先锋	wujiang3	122	1	QI	13110002	13100205										
11704509	蛮族先锋	wujiang23	112	0	QI	13110002	13100205										
11704110	蛮族先锋	wujiang21	109	1	BU	13110001	13100203										
11704210	蛮族先锋	wujiang24	120	1	CHE	13110003	13100207										
11704310	蛮族先锋	wujiang17	108	0	GONG	13110004	13100102										
11704410	蛮族先锋	wujiang9	114	0	CHE	13110003	13100207										
11704510	蛮族先锋	wujiang16	113	0	BU	13110001	13100203										
11704111	蛮族先锋	wujiang25	127	1	XIE	13110005	13100101										
11704211	蛮族先锋	wujiang7	121	1	GONG	13110004	13100102										
11704311	蛮族先锋	wujiang22	105	1	GONG	13110004	13100102										
11704411	蛮族先锋	wujiang20	106	0	XIE	13110005	13100101										
11704511	蛮族先锋	wujiang28	126	0	QI	13110002	13100205										
11704112	蛮族先锋	wujiang23	112	0	QI	13110002	13100205										
11704212	蛮族先锋	wujiang6	115	1	BU	13110001	13100203										
11704312	蛮族先锋	wujiang5	128	1	XIE	13110005	13100101										
11704412	蛮族先锋	wujiang29	119	0	CHE	13110003	13100207										
11704512	蛮族先锋	wujiang2	123	1	GONG	13110004	13100102										
11705101	流寇先锋	wujiang18	101	0	QI	13110002	13100205										
11705201	流寇先锋	wujiang20	106	0	XIE	13110005	13100101										
11705301	流寇先锋	wujiang9	114	0	CHE	13110003	13100207										
11705401	流寇先锋	wujiang6	115	1	BU	13110001	13100203										
11705501	流寇先锋	wujiang17	108	0	GONG	13110004	13100102										
11705102	流寇先锋	wujiang3	122	1	QI	13110002	13100205										
11705202	流寇先锋	wujiang25	127	1	XIE	13110005	13100101										
11705302	流寇先锋	wujiang19	107	0	CHE	13110003	13100207										
11705402	流寇先锋	wujiang8	104	0	QI	13110002	13100205										
11705502	流寇先锋	wujiang5	128	1	XIE	13110005	13100101										
11705103	流寇先锋	wujiang4	110	1	CHE	13110003	13100207										
11705203	流寇先锋	wujiang16	113	0	BU	13110001	13100203										
11705303	流寇先锋	wujiang2	123	1	GONG	13110004	13100102										
11705403	流寇先锋	wujiang18	101	0	QI	13110002	13100205										
11705503	流寇先锋	wujiang20	106	0	XIE	13110005	13100101										
11705104	流寇先锋	wujiang22	105	1	GONG	13110004	13100102										
11705204	流寇先锋	wujiang28	126	0	QI	13110002	13100205										
11705304	流寇先锋	wujiang6	115	1	BU	13110001	13100203										
11705404	流寇先锋	wujiang28	126	0	QI	13110002	13100205										
11705504	流寇先锋	wujiang19	107	0	CHE	13110003	13100207										
11705105	流寇先锋	wujiang20	106	0	XIE	13110005	13100101										
11705205	流寇先锋	wujiang8	104	0	QI	13110002	13100205										
11705305	流寇先锋	wujiang20	106	0	XIE	13110005	13100101										
11705405	流寇先锋	wujiang1	103	1	BU	13110001	13100203										
11705505	流寇先锋	wujiang6	115	1	BU	13110001	13100203										
11705106	流寇先锋	wujiang23	112	0	QI	13110002	13100205										
11705206	流寇先锋	wujiang9	114	0	CHE	13110003	13100207										
11705306	流寇先锋	wujiang25	127	1	XIE	13110005	13100101										
