id	名字	描述	"标签页(填数字或者名字都可以)，11-tech_bu(11-15分别是bu,qi,gong,che,xie，步（骑弓车械）兵科技) 1-tech_neizheng(内政)"	序号（客户端界面上排第几个）从1开始	大图标	小图标	分组，相同类型的配置分组应该一样	等级	效果，关联效果表	前置建筑，多个使用分号分隔		前置科技，多个分号分隔				消耗	升级所需时间，s-秒 m-分钟 h-小时		大科技填1															
10013009	近战体力	近战兵种体力提升|135|170	11	3	ui://Academy/junshiicon1	3	13	9	10013009	70017						10013009	11.96h											提升基础体力90%			12.5	1	0.96	13.46
10013010	近战体力	近战兵种体力提升|170|210	11	3	ui://Academy/junshiicon1	3	13	10	10013010	70019						10013010	15.17h											提升基础体力100%			15.5	1	1.17	16.67
10013011	近战体力	近战兵种体力提升|210|255	11	3	ui://Academy/junshiicon1	3	13	11	10013011	70021						10013011	23.4h											提升基础体力110%			18.5	1	1.4	19.9
10013012	近战体力	近战兵种体力提升|255|305	11	3	ui://Academy/junshiicon1	3	13	12	10013012	70023						10013012	32.66h											提升基础体力120%			21.5	1	1.66	23.16
10013013	近战体力	近战兵种体力提升|305|405	11	3	ui://Academy/junshiicon1	3	13	13	10013013	70025						10013013	45.96h											提升基础体力130%			25	1	1.96	26.96
10013014	近战体力	近战兵种体力提升|405|585	11	3	ui://Academy/junshiicon1	3	13	14	10013014	70027						10013014	78.28h											提升基础体力140%			30	1	2.28	32.28
10013015	近战体力	近战兵种体力提升|585|885	11	3	ui://Academy/junshiicon1	3	13	15	10013015	70029						10013015	141.64h											提升基础体力150%			36	1	2.64	38.64
10013016	近战体力	近战兵种体力提升|885|1305	11	3	ui://Academy/junshiicon1	3	13	16	10013016	70031						10013016	315.89h											提升基础体力160%			45	1	2.89	47.89
10013017	近战体力	近战兵种体力提升|1305|1955	11	3	ui://Academy/junshiicon1	3	13	17	10013017	70033						10013017	624.15h											提升基础体力170%			60	1	3.15	63.15
10013018	近战体力	近战兵种体力提升|1955|2605	11	3	ui://Academy/junshiicon1	3	13	18	10013018	70035						10013018	802.42h											提升基础体力180%			80	1	3.42	83.42
10013019	近战体力	近战兵种体力提升|2605|3255	11	3	ui://Academy/junshiicon1	3	13	19	10013019	70037						10013019	979.71h											提升基础体力190%			100	1	3.71	103.71
10013020	近战体力	近战兵种体力提升|3255|3905	11	3	ui://Academy/junshiicon1	3	13	20	10013020	70039						10013020	1158h											提升基础体力200%			130	1	4	134
10013021	近战体力	近战兵种体力提升|3905|4555	11	3	ui://Academy/junshiicon1	3	13	21	10013021	70041						10013021	1398.31h														160	1	4.31	164.31
10013022	近战体力	近战兵种体力提升|4555|5205	11	3	ui://Academy/junshiicon1	3	13	22	10013022	70043						10013022	1700.62h														190	1	4.62	194.62
10013023	近战体力	近战兵种体力提升|5205|5855	11	3	ui://Academy/junshiicon1	3	13	23	10013023	70045						10013023	2003.95h														220	1	4.95	224.95
10013024	近战体力	近战兵种体力提升|5855|6505	11	3	ui://Academy/junshiicon1	3	13	24	10013024	70047						10013024	2306.29h														250	1	5.29	255.29
10013025	近战体力	近战兵种体力提升|6505	11	3	ui://Academy/junshiicon1	3	13	25	10013025	70049						10013025	2609.64h														280	1	5.64	285.64
																																		
10014001	近战敏捷	近战兵种敏捷提升|5|10	11	4	ui://Academy/junshiicon1	4	14	1	10014001	70001						10014001	0.19h											提升基础敏捷10%			0.2	1	0.09	0.29
10014002	近战敏捷	近战兵种敏捷提升|10|20	11	4	ui://Academy/junshiicon1	4	14	2	10014002	70003						10014002	0.49h											提升基础敏捷20%			0.5	1	0.14	0.64
10014003	近战敏捷	近战兵种敏捷提升|20|30	11	4	ui://Academy/junshiicon1	4	14	3	10014003	70005						10014003	0.9h											提升基础敏捷30%			1	1	0.2	1.2
10014004	近战敏捷	近战兵种敏捷提升|30|45	11	4	ui://Academy/junshiicon1	4	14	4	10014004	70007						10014004	1.68h											提升基础敏捷40%			1.8	1	0.28	2.08
10014005	近战敏捷	近战兵种敏捷提升|45|60	11	4	ui://Academy/junshiicon1	4	14	5	10014005	70009						10014005	2.78h											提升基础敏捷50%			3	1	0.38	3.38
10014006	近战敏捷	近战兵种敏捷提升|60|80	11	4	ui://Academy/junshiicon1	4	14	6	10014006	70011						10014006	4.29h											提升基础敏捷60%			4.6	1	0.49	5.09
10014007	近战敏捷	近战兵种敏捷提升|80|105	11	4	ui://Academy/junshiicon1	4	14	7	10014007	70013						10014007	6.22h											提升基础敏捷70%			6.8	1	0.62	7.42
10014008	近战敏捷	近战兵种敏捷提升|105|135	11	4	ui://Academy/junshiicon1	4	14	8	10014008	70015						10014008	8.78h											提升基础敏捷80%			9.5	1	0.78	10.28
10014009	近战敏捷	近战兵种敏捷提升|135|170	11	4	ui://Academy/junshiicon1	4	14	9	10014009	70017						10014009	11.96h											提升基础敏捷90%			12.5	1	0.96	13.46
10014010	近战敏捷	近战兵种敏捷提升|170|210	11	4	ui://Academy/junshiicon1	4	14	10	10014010	70019						10014010	15.17h											提升基础敏捷100%			15.5	1	1.17	16.67
10014011	近战敏捷	近战兵种敏捷提升|210|255	11	4	ui://Academy/junshiicon1	4	14	11	10014011	70021						10014011	23.4h											提升基础敏捷110%			18.5	1	1.4	19.9
10014012	近战敏捷	近战兵种敏捷提升|255|305	11	4	ui://Academy/junshiicon1	4	14	12	10014012	70023						10014012	32.66h											提升基础敏捷120%			21.5	1	1.66	23.16
10014013	近战敏捷	近战兵种敏捷提升|305|405	11	4	ui://Academy/junshiicon1	4	14	13	10014013	70025						10014013	45.96h											提升基础敏捷130%			25	1	1.96	26.96
10014014	近战敏捷	近战兵种敏捷提升|405|585	11	4	ui://Academy/junshiicon1	4	14	14	10014014	70027						10014014	78.28h											提升基础敏捷140%			30	1	2.28	32.28
10014015	近战敏捷	近战兵种敏捷提升|585|885	11	4	ui://Academy/junshiicon1	4	14	15	10014015	70029						10014015	141.64h											提升基础敏捷150%			36	1	2.64	38.64
10014016	近战敏捷	近战兵种敏捷提升|885|1305	11	4	ui://Academy/junshiicon1	4	14	16	10014016	70031						10014016	315.89h											提升基础敏捷160%			45	1	2.89	47.89
10014017	近战敏捷	近战兵种敏捷提升|1305|1955	11	4	ui://Academy/junshiicon1	4	14	17	10014017	70033						10014017	624.15h											提升基础敏捷170%			60	1	3.15	63.15
10014018	近战敏捷	近战兵种敏捷提升|1955|2605	11	4	ui://Academy/junshiicon1	4	14	18	10014018	70035						10014018	802.42h											提升基础敏捷180%			80	1	3.42	83.42
10014019	近战敏捷	近战兵种敏捷提升|2605|3255	11	4	ui://Academy/junshiicon1	4	14	19	10014019	70037						10014019	979.71h											提升基础敏捷190%			100	1	3.71	103.71
10014020	近战敏捷	近战兵种敏捷提升|3255|3905	11	4	ui://Academy/junshiicon1	4	14	20	10014020	70039						10014020	1158h											提升基础敏捷200%			130	1	4	134
10014021	近战敏捷	近战兵种敏捷提升|3905|4555	11	4	ui://Academy/junshiicon1	4	14	21	10014021	70041						10014021	1398.31h														160	1	4.31	164.31
10014022	近战敏捷	近战兵种敏捷提升|4555|5205	11	4	ui://Academy/junshiicon1	4	14	22	10014022	70043						10014022	1700.62h														190	1	4.62	194.62
10014023	近战敏捷	近战兵种敏捷提升|5205|5855	11	4	ui://Academy/junshiicon1	4	14	23	10014023	70045						10014023	2003.95h														220	1	4.95	224.95
10014024	近战敏捷	近战兵种敏捷提升|5855|6505	11	4	ui://Academy/junshiicon1	4	14	24	10014024	70047						10014024	2306.29h														250	1	5.29	255.29
10014025	近战敏捷	近战兵种敏捷提升|6505	11	4	ui://Academy/junshiicon1	4	14	25	10014025	70049						10014025	2609.64h														280	1	5.64	285.64
																																		
10015001	近战免伤	近战兵种减伤提升|10%|15%	11	5	ui://Academy/Image_Solider_Bu	5	15	1	10015001	70007					10014001	10015001	3.05h		1									步兵减伤+10%			2.8	1	0.25	3.05
10015002	近战免伤	近战兵种减伤提升|15%|20%	11	5	ui://Academy/Image_Solider_Bu	5	15	2	10015002	70014			10012005			10015002	14.22h		1									步兵减伤+15%			13.6	1	0.62	14.22
10015003	近战免伤	近战兵种减伤提升|20%|25%	11	5	ui://Academy/Image_Solider_Bu	5	15	3	10015003	70021					10014009	10015003	45.32h		1									步兵减伤+20%			34	1	1.32	35.32
10015004	近战免伤	近战兵种减伤提升|25%|30%	11	5	ui://Academy/Image_Solider_Bu	5	15	4	10015004	70028			10012013			10015004	186.28h		1									步兵减伤+25%			60	1	2.28	62.28
10015005	近战免伤	近战兵种减伤提升|30%|35%	11	5	ui://Academy/Image_Solider_Bu	5	15	5	10015005	70035					10014017	10015005	1601.28h		1									步兵减伤+30%			140	1	3.28	143.28
10015006	近战免伤	近战兵种减伤提升|35%|40%	11	5	ui://Academy/Image_Solider_Bu	5	15	6	10015006	70042			10012021			10015006	3094.31h		1									步兵减伤+35%			320	1	4.31	324.31
10015007	近战免伤	近战兵种减伤提升|40%	11	5	ui://Academy/Image_Solider_Bu	5	15	7	10015007	70049					10014025	10015007	5213.46h		1									步兵减伤+40%			530	1	5.46	535.46
																																		
																												提升基础攻击10%			0.2	1	0.09	0.29
																												提升基础攻击20%			0.5	1	0.14	0.64
																												提升基础攻击30%			1	1	0.2	1.2
10021001	远程攻击	远程兵种攻击提升|7|14	13	1	ui://Academy/junshiicon2	1	21	1	10021001	70001						10021001	0.19h											提升基础攻击40%			1.8	1	0.28	2.08
10021002	远程攻击	远程兵种攻击提升|14|28	13	1	ui://Academy/junshiicon2	1	21	2	10021002	70003						10021002	0.49h											提升基础攻击50%			3	1	0.38	3.38
10021003	远程攻击	远程兵种攻击提升|28|42	13	1	ui://Academy/junshiicon2	1	21	3	10021003	70005						10021003	0.9h											提升基础攻击60%			4.6	1	0.49	5.09
10021004	远程攻击	远程兵种攻击提升|42|63	13	1	ui://Academy/junshiicon2	1	21	4	10021004	70007						10021004	1.68h											提升基础攻击70%			6.8	1	0.62	7.42
10021005	远程攻击	远程兵种攻击提升|63|84	13	1	ui://Academy/junshiicon2	1	21	5	10021005	70009						10021005	2.78h											提升基础攻击80%			9.5	1	0.78	10.28
10021006	远程攻击	远程兵种攻击提升|84|112	13	1	ui://Academy/junshiicon2	1	21	6	10021006	70011						10021006	4.29h											提升基础攻击90%			12.5	1	0.96	13.46
10021007	远程攻击	远程兵种攻击提升|112|147	13	1	ui://Academy/junshiicon2	1	21	7	10021007	70013						10021007	6.22h											提升基础攻击100%			15.5	1	1.17	16.67
10021008	远程攻击	远程兵种攻击提升|147|189	13	1	ui://Academy/junshiicon2	1	21	8	10021008	70015						10021008	8.78h											提升基础攻击110%			18.5	1	1.4	19.9
10021009	远程攻击	远程兵种攻击提升|189|238	13	1	ui://Academy/junshiicon2	1	21	9	10021009	70017						10021009	11.96h											提升基础攻击120%			21.5	1	1.66	23.16
10021010	远程攻击	远程兵种攻击提升|238|294	13	1	ui://Academy/junshiicon2	1	21	10	10021010	70019						10021010	15.17h											提升基础攻击130%			25	1	1.96	26.96
10021011	远程攻击	远程兵种攻击提升|294|357	13	1	ui://Academy/junshiicon2	1	21	11	10021011	70021						10021011	23.4h											提升基础攻击140%			30	1	2.28	32.28
10021012	远程攻击	远程兵种攻击提升|357|427	13	1	ui://Academy/junshiicon2	1	21	12	10021012	70023						10021012	32.66h											提升基础攻击150%			36	1	2.64	38.64
10021013	远程攻击	远程兵种攻击提升|427|567	13	1	ui://Academy/junshiicon2	1	21	13	10021013	70025						10021013	45.96h											提升基础攻击160%			45	1	2.89	47.89
10021014	远程攻击	远程兵种攻击提升|567|819	13	1	ui://Academy/junshiicon2	1	21	14	10021014	70027						10021014	78.28h											提升基础攻击170%			60	1	3.15	63.15
10021015	远程攻击	远程兵种攻击提升|819|1239	13	1	ui://Academy/junshiicon2	1	21	15	10021015	70029						10021015	141.64h											提升基础攻击180%			80	1	3.42	83.42
10021016	远程攻击	远程兵种攻击提升|1239|1827	13	1	ui://Academy/junshiicon2	1	21	16	10021016	70031						10021016	315.89h											提升基础攻击190%			100	1	3.71	103.71
10021017	远程攻击	远程兵种攻击提升|1827|2737	13	1	ui://Academy/junshiicon2	1	21	17	10021017	70033						10021017	624.15h											提升基础攻击200%			130	1	4	134
10021018	远程攻击	远程兵种攻击提升|2737|3647	13	1	ui://Academy/junshiicon2	1	21	18	10021018	70035						10021018	802.42h														160	1	4.31	164.31
10021019	远程攻击	远程兵种攻击提升|3647|4557	13	1	ui://Academy/junshiicon2	1	21	19	10021019	70037						10021019	979.71h														190	1	4.62	194.62
10021020	远程攻击	远程兵种攻击提升|4557|5467	13	1	ui://Academy/junshiicon2	1	21	20	10021020	70039						10021020	1158h														220	1	4.95	224.95
10021021	远程攻击	远程兵种攻击提升|5467|6377	13	1	ui://Academy/junshiicon2	1	21	21	10021021	70041						10021021	1398.31h														250	1	5.29	255.29
10021022	远程攻击	远程兵种攻击提升|6377|7287	13	1	ui://Academy/junshiicon2	1	21	22	10021022	70043						10021022	1700.62h														280	1	5.64	285.64
10021023	远程攻击	远程兵种攻击提升|7287|8197	13	1	ui://Academy/junshiicon2	1	21	23	10021023	70045						10021023	2003.95h																	
10021024	远程攻击	远程兵种攻击提升|8197|9107	13	1	ui://Academy/junshiicon2	1	21	24	10021024	70047						10021024	2306.29h											提升基础防御10%			0.2	1	0.09	0.29
10021025	远程攻击	远程兵种攻击提升|9107	13	1	ui://Academy/junshiicon2	1	21	25	10021025	70049						10021025	2609.64h											提升基础防御20%			0.5	1	0.14	0.64
																												提升基础防御30%			1	1	0.2	1.2
10022001	远程防御	远程兵种防御提升|3|6	13	2	ui://Academy/junshiicon2	2	22	1	10022001	70001						10022001	0.19h											提升基础防御40%			1.8	1	0.28	2.08
10022002	远程防御	远程兵种防御提升|6|12	13	2	ui://Academy/junshiicon2	2	22	2	10022002	70003						10022002	0.49h											提升基础防御50%			3	1	0.38	3.38
10022003	远程防御	远程兵种防御提升|12|18	13	2	ui://Academy/junshiicon2	2	22	3	10022003	70005						10022003	0.9h											提升基础防御60%			4.6	1	0.49	5.09
10022004	远程防御	远程兵种防御提升|18|27	13	2	ui://Academy/junshiicon2	2	22	4	10022004	70007						10022004	1.68h											提升基础防御70%			6.8	1	0.62	7.42
10022005	远程防御	远程兵种防御提升|27|36	13	2	ui://Academy/junshiicon2	2	22	5	10022005	70009						10022005	2.78h											提升基础防御80%			9.5	1	0.78	10.28
10022006	远程防御	远程兵种防御提升|36|48	13	2	ui://Academy/junshiicon2	2	22	6	10022006	70011						10022006	4.29h											提升基础防御90%			12.5	1	0.96	13.46
10022007	远程防御	远程兵种防御提升|48|63	13	2	ui://Academy/junshiicon2	2	22	7	10022007	70013						10022007	6.22h											提升基础防御100%			15.5	1	1.17	16.67
10022008	远程防御	远程兵种防御提升|63|81	13	2	ui://Academy/junshiicon2	2	22	8	10022008	70015						10022008	8.78h											提升基础防御110%			18.5	1	1.4	19.9
10022009	远程防御	远程兵种防御提升|81|102	13	2	ui://Academy/junshiicon2	2	22	9	10022009	70017						10022009	11.96h											提升基础防御120%			21.5	1	1.66	23.16
10022010	远程防御	远程兵种防御提升|102|126	13	2	ui://Academy/junshiicon2	2	22	10	10022010	70019						10022010	15.17h											提升基础防御130%			25	1	1.96	26.96
10022011	远程防御	远程兵种防御提升|126|153	13	2	ui://Academy/junshiicon2	2	22	11	10022011	70021						10022011	23.4h											提升基础防御140%			30	1	2.28	32.28
10022012	远程防御	远程兵种防御提升|153|183	13	2	ui://Academy/junshiicon2	2	22	12	10022012	70023						10022012	32.66h											提升基础防御150%			36	1	2.64	38.64
10022013	远程防御	远程兵种防御提升|183|243	13	2	ui://Academy/junshiicon2	2	22	13	10022013	70025						10022013	45.96h											提升基础防御160%			45	1	2.89	47.89
10022014	远程防御	远程兵种防御提升|243|351	13	2	ui://Academy/junshiicon2	2	22	14	10022014	70027						10022014	78.28h											提升基础防御170%			60	1	3.15	63.15
10022015	远程防御	远程兵种防御提升|351|531	13	2	ui://Academy/junshiicon2	2	22	15	10022015	70029						10022015	141.64h											提升基础防御180%			80	1	3.42	83.42
10022016	远程防御	远程兵种防御提升|531|783	13	2	ui://Academy/junshiicon2	2	22	16	10022016	70031						10022016	315.89h											提升基础防御190%			100	1	3.71	103.71
10022017	远程防御	远程兵种防御提升|783|1173	13	2	ui://Academy/junshiicon2	2	22	17	10022017	70033						10022017	624.15h											提升基础防御200%			130	1	4	134
10022018	远程防御	远程兵种防御提升|1173|1563	13	2	ui://Academy/junshiicon2	2	22	18	10022018	70035						10022018	802.42h														160	1	4.31	164.31
10022019	远程防御	远程兵种防御提升|1563|1953	13	2	ui://Academy/junshiicon2	2	22	19	10022019	70037						10022019	979.71h														190	1	4.62	194.62
10022020	远程防御	远程兵种防御提升|1953|2343	13	2	ui://Academy/junshiicon2	2	22	20	10022020	70039						10022020	1158h														220	1	4.95	224.95
10022021	远程防御	远程兵种防御提升|2343|2733	13	2	ui://Academy/junshiicon2	2	22	21	10022021	70041						10022021	1398.31h														250	1	5.29	255.29
10022022	远程防御	远程兵种防御提升|2733|3123	13	2	ui://Academy/junshiicon2	2	22	22	10022022	70043						10022022	1700.62h														280	1	5.64	285.64
10022023	远程防御	远程兵种防御提升|3123|3513	13	2	ui://Academy/junshiicon2	2	22	23	10022023	70045						10022023	2003.95h																	
10022024	远程防御	远程兵种防御提升|3513|3903	13	2	ui://Academy/junshiicon2	2	22	24	10022024	70047						10022024	2306.29h											提升基础体力10%			0.2	1	0.09	0.29
10022025	远程防御	远程兵种防御提升|3903	13	2	ui://Academy/junshiicon2	2	22	25	10022025	70049						10022025	2609.64h											提升基础体力20%			0.5	1	0.14	0.64
																												提升基础体力30%			1	1	0.2	1.2
10023001	远程体力	远程兵种体力提升|5|10	13	3	ui://Academy/junshiicon2	3	23	1	10023001	70001						10023001	0.19h											提升基础体力40%			1.8	1	0.28	2.08
10023002	远程体力	远程兵种体力提升|10|20	13	3	ui://Academy/junshiicon2	3	23	2	10023002	70003						10023002	0.49h											提升基础体力50%			3	1	0.38	3.38
10023003	远程体力	远程兵种体力提升|20|30	13	3	ui://Academy/junshiicon2	3	23	3	10023003	70005						10023003	0.9h											提升基础体力60%			4.6	1	0.49	5.09
10023004	远程体力	远程兵种体力提升|30|45	13	3	ui://Academy/junshiicon2	3	23	4	10023004	70007						10023004	1.68h											提升基础体力70%			6.8	1	0.62	7.42
10023005	远程体力	远程兵种体力提升|45|60	13	3	ui://Academy/junshiicon2	3	23	5	10023005	70009						10023005	2.78h											提升基础体力80%			9.5	1	0.78	10.28
10023006	远程体力	远程兵种体力提升|60|80	13	3	ui://Academy/junshiicon2	3	23	6	10023006	70011						10023006	4.29h											提升基础体力90%			12.5	1	0.96	13.46
10023007	远程体力	远程兵种体力提升|80|105	13	3	ui://Academy/junshiicon2	3	23	7	10023007	70013						10023007	6.22h											提升基础体力100%			15.5	1	1.17	16.67
10023008	远程体力	远程兵种体力提升|105|135	13	3	ui://Academy/junshiicon2	3	23	8	10023008	70015						10023008	8.78h											提升基础体力110%			18.5	1	1.4	19.9
10023009	远程体力	远程兵种体力提升|135|170	13	3	ui://Academy/junshiicon2	3	23	9	10023009	70017						10023009	11.96h											提升基础体力120%			21.5	1	1.66	23.16
10023010	远程体力	远程兵种体力提升|170|210	13	3	ui://Academy/junshiicon2	3	23	10	10023010	70019						10023010	15.17h											提升基础体力130%			25	1	1.96	26.96
10023011	远程体力	远程兵种体力提升|210|255	13	3	ui://Academy/junshiicon2	3	23	11	10023011	70021						10023011	23.4h											提升基础体力140%			30	1	2.28	32.28
10023012	远程体力	远程兵种体力提升|255|305	13	3	ui://Academy/junshiicon2	3	23	12	10023012	70023						10023012	32.66h											提升基础体力150%			36	1	2.64	38.64
10023013	远程体力	远程兵种体力提升|305|405	13	3	ui://Academy/junshiicon2	3	23	13	10023013	70025						10023013	45.96h											提升基础体力160%			45	1	2.89	47.89
10023014	远程体力	远程兵种体力提升|405|585	13	3	ui://Academy/junshiicon2	3	23	14	10023014	70027						10023014	78.28h											提升基础体力170%			60	1	3.15	63.15
10023015	远程体力	远程兵种体力提升|585|885	13	3	ui://Academy/junshiicon2	3	23	15	10023015	70029						10023015	141.64h											提升基础体力180%			80	1	3.42	83.42
10023016	远程体力	远程兵种体力提升|885|1305	13	3	ui://Academy/junshiicon2	3	23	16	10023016	70031						10023016	315.89h											提升基础体力190%			100	1	3.71	103.71
10023017	远程体力	远程兵种体力提升|1305|1955	13	3	ui://Academy/junshiicon2	3	23	17	10023017	70033						10023017	624.15h											提升基础体力200%			130	1	4	134
10023018	远程体力	远程兵种体力提升|1955|2605	13	3	ui://Academy/junshiicon2	3	23	18	10023018	70035						10023018	802.42h														160	1	4.31	164.31
10023019	远程体力	远程兵种体力提升|2605|3255	13	3	ui://Academy/junshiicon2	3	23	19	10023019	70037						10023019	979.71h														190	1	4.62	194.62
10023020	远程体力	远程兵种体力提升|3255|3905	13	3	ui://Academy/junshiicon2	3	23	20	10023020	70039						10023020	1158h														220	1	4.95	224.95
10023021	远程体力	远程兵种体力提升|3905|4555	13	3	ui://Academy/junshiicon2	3	23	21	10023021	70041						10023021	1398.31h														250	1	5.29	255.29
10023022	远程体力	远程兵种体力提升|4555|5205	13	3	ui://Academy/junshiicon2	3	23	22	10023022	70043						10023022	1700.62h														280	1	5.64	285.64
10023023	远程体力	远程兵种体力提升|5205|5855	13	3	ui://Academy/junshiicon2	3	23	23	10023023	70045						10023023	2003.95h																	
10023024	远程体力	远程兵种体力提升|5855|6505	13	3	ui://Academy/junshiicon2	3	23	24	10023024	70047						10023024	2306.29h											提升基础敏捷10%			0.2	1	0.09	0.29
10023025	远程体力	远程兵种体力提升|6505	13	3	ui://Academy/junshiicon2	3	23	25	10023025	70049						10023025	2609.64h											提升基础敏捷20%			0.5	1	0.14	0.64
																												提升基础敏捷30%			1	1	0.2	1.2
10024001	远程敏捷	远程兵种敏捷提升|5|10	13	4	ui://Academy/junshiicon2	4	24	1	10024001	70001						10024001	0.19h											提升基础敏捷40%			1.8	1	0.28	2.08
10024002	远程敏捷	远程兵种敏捷提升|10|20	13	4	ui://Academy/junshiicon2	4	24	2	10024002	70003						10024002	0.49h											提升基础敏捷50%			3	1	0.38	3.38
10024003	远程敏捷	远程兵种敏捷提升|20|30	13	4	ui://Academy/junshiicon2	4	24	3	10024003	70005						10024003	0.9h											提升基础敏捷60%			4.6	1	0.49	5.09
10024004	远程敏捷	远程兵种敏捷提升|30|45	13	4	ui://Academy/junshiicon2	4	24	4	10024004	70007						10024004	1.68h											提升基础敏捷70%			6.8	1	0.62	7.42
10024005	远程敏捷	远程兵种敏捷提升|45|60	13	4	ui://Academy/junshiicon2	4	24	5	10024005	70009						10024005	2.78h											提升基础敏捷80%			9.5	1	0.78	10.28
10024006	远程敏捷	远程兵种敏捷提升|60|80	13	4	ui://Academy/junshiicon2	4	24	6	10024006	70011						10024006	4.29h											提升基础敏捷90%			12.5	1	0.96	13.46
10024007	远程敏捷	远程兵种敏捷提升|80|105	13	4	ui://Academy/junshiicon2	4	24	7	10024007	70013						10024007	6.22h											提升基础敏捷100%			15.5	1	1.17	16.67
10024008	远程敏捷	远程兵种敏捷提升|105|135	13	4	ui://Academy/junshiicon2	4	24	8	10024008	70015						10024008	8.78h											提升基础敏捷110%			18.5	1	1.4	19.9
10024009	远程敏捷	远程兵种敏捷提升|135|170	13	4	ui://Academy/junshiicon2	4	24	9	10024009	70017						10024009	11.96h											提升基础敏捷120%			21.5	1	1.66	23.16
10024010	远程敏捷	远程兵种敏捷提升|170|210	13	4	ui://Academy/junshiicon2	4	24	10	10024010	70019						10024010	15.17h											提升基础敏捷130%			25	1	1.96	26.96
10024011	远程敏捷	远程兵种敏捷提升|210|255	13	4	ui://Academy/junshiicon2	4	24	11	10024011	70021						10024011	23.4h											提升基础敏捷140%			30	1	2.28	32.28
10024012	远程敏捷	远程兵种敏捷提升|255|305	13	4	ui://Academy/junshiicon2	4	24	12	10024012	70023						10024012	32.66h											提升基础敏捷150%			36	1	2.64	38.64
10024013	远程敏捷	远程兵种敏捷提升|305|405	13	4	ui://Academy/junshiicon2	4	24	13	10024013	70025						10024013	45.96h											提升基础敏捷160%			45	1	2.89	47.89
10024014	远程敏捷	远程兵种敏捷提升|405|585	13	4	ui://Academy/junshiicon2	4	24	14	10024014	70027						10024014	78.28h											提升基础敏捷170%			60	1	3.15	63.15
10024015	远程敏捷	远程兵种敏捷提升|585|885	13	4	ui://Academy/junshiicon2	4	24	15	10024015	70029						10024015	141.64h											提升基础敏捷180%			80	1	3.42	83.42
10024016	远程敏捷	远程兵种敏捷提升|885|1305	13	4	ui://Academy/junshiicon2	4	24	16	10024016	70031						10024016	315.89h											提升基础敏捷190%			100	1	3.71	103.71
10024017	远程敏捷	远程兵种敏捷提升|1305|1955	13	4	ui://Academy/junshiicon2	4	24	17	10024017	70033						10024017	624.15h											提升基础敏捷200%			130	1	4	134
10024018	远程敏捷	远程兵种敏捷提升|1955|2605	13	4	ui://Academy/junshiicon2	4	24	18	10024018	70035						10024018	802.42h														160	1	4.31	164.31
10024019	远程敏捷	远程兵种敏捷提升|2605|3255	13	4	ui://Academy/junshiicon2	4	24	19	10024019	70037						10024019	979.71h														190	1	4.62	194.62
10024020	远程敏捷	远程兵种敏捷提升|3255|3905	13	4	ui://Academy/junshiicon2	4	24	20	10024020	70039						10024020	1158h														220	1	4.95	224.95
10024021	远程敏捷	远程兵种敏捷提升|3905|4555	13	4	ui://Academy/junshiicon2	4	24	21	10024021	70041						10024021	1398.31h														250	1	5.29	255.29
10024022	远程敏捷	远程兵种敏捷提升|4555|5205	13	4	ui://Academy/junshiicon2	4	24	22	10024022	70043						10024022	1700.62h														280	1	5.64	285.64
10024023	远程敏捷	远程兵种敏捷提升|5205|5855	13	4	ui://Academy/junshiicon2	4	24	23	10024023	70045						10024023	2003.95h																	
10024024	远程敏捷	远程兵种敏捷提升|5855|6505	13	4	ui://Academy/junshiicon2	4	24	24	10024024	70047						10024024	2306.29h											提升弓兵造成的伤害10%			2.8	1	0.25	3.05
10024025	远程敏捷	远程兵种敏捷提升|6505	13	4	ui://Academy/junshiicon2	4	24	25	10024025	70049						10024025	2609.64h											提升弓兵造成的伤害15%			13.6	1	0.62	14.22
																												提升弓兵造成的伤害20%			34	1	1.32	35.32
10025001	远程伤害	远程兵种增伤提升|10%|15%	13	5	ui://Academy/Image_Solider_Gong	5	25	1	10025001	70007					10024001	10025001	3.05h		1									提升弓兵造成的伤害25%			60	1	2.28	62.28
10025002	远程伤害	远程兵种增伤提升|15%|20%	13	5	ui://Academy/Image_Solider_Gong	5	25	2	10025002	70014		10021005				10025002	14.22h		1									提升弓兵造成的伤害30%			140	1	3.28	143.28
10025003	远程伤害	远程兵种增伤提升|20%|25%	13	5	ui://Academy/Image_Solider_Gong	5	25	3	10025003	70021					10024009	10025003	45.32h		1									提升弓兵造成的伤害35%			320	1	4.31	324.31
10025004	远程伤害	远程兵种增伤提升|25%|30%	13	5	ui://Academy/Image_Solider_Gong	5	25	4	10025004	70028		10021013				10025004	186.28h		1									提升弓兵造成的伤害40%			530	1	5.46	535.46
10025005	远程伤害	远程兵种增伤提升|30%|35%	13	5	ui://Academy/Image_Solider_Gong	5	25	5	10025005	70035					10024017	10025005	1601.28h		1															
10025006	远程伤害	远程兵种增伤提升|35%|40%	13	5	ui://Academy/Image_Solider_Gong	5	25	6	10025006	70042		10021021				10025006	3094.31h		1									提升基础攻击10%			0.2	1	0.09	0.29
10025007	远程伤害	远程兵种增伤提升|40%	13	5	ui://Academy/Image_Solider_Gong	5	25	7	10025007	70049					10024025	10025007	5213.46h		1									提升基础攻击20%			0.5	1	0.14	0.64
																												提升基础攻击30%			1	1	0.2	1.2
																												提升基础攻击40%			1.8	1	0.28	2.08
																												提升基础攻击50%			3	1	0.38	3.38
