id		金	粮食	木材	石料	元宝	银两	点券	联盟贡献币	玉璧	玉石矿	物品配置	物品id	物品个数	物品id	物品个数	物品id	物品个数	物品id	物品个数		消耗的宝石id	消耗的宝石数量	消耗的宝石id	消耗的宝石数量	
410024	神射营24	38000			56000																					
410025	神射营25	39000			58000																					
410026	神射营26	46000			68000																					
410027	神射营27	55000			83000																					
410028	神射营28	81000			122000																					
410029	神射营29	122000			183000																					
410030	神射营30	158000			237000																					
410031	神射营31	237000			355000																					
410032	神射营32	443000			665000																					
410033	神射营33	591000			886000																					
410034	神射营34	664000			996000																					
410035	神射营35	684000			1027000																					
410036	神射营36	912000			1368000																					
410037	神射营37	1015000			1522000																					
410038	神射营38	1092000			1638000																					
410039	神射营39	1410000			2116000																					
410040	神射营40	1380000			2069000																					
410041	神射营41	1565000			2347000																					
410042	神射营42	1972000			2959000																					
410043	神射营43	2192000			3288000																					
410044	神射营44	2360000			3539000																					
410045	神射营45	2794000			4191000																					
410046	神射营46	2974000			4461000																					
410047	神射营47	3224000			4835000																					
410048	神射营48	3879000			5819000																					
410049	神射营49	4170000			6255000																					
410050	神射营50	4092000			6138000																					
																										
420001	虎贲营1																									
420002	虎贲营2	32			49																					
420003	虎贲营3	39			59																					
420004	虎贲营4	56			84																					
420005	虎贲营5	52			78																					
420006	虎贲营6	57			85																					
420007	虎贲营7	64			96																					
420008	虎贲营8	228			342																					
420009	虎贲营9	539			808																					
420010	虎贲营10	834			1251																					
420011	虎贲营11	1238			1857																					
420012	虎贲营12	2010			3015																					
420013	虎贲营13	2897			4345																					
420014	虎贲营14	3942			5913																					
420015	虎贲营15	5205			7808																					
420016	虎贲营16	8121			12000																					
420017	虎贲营17	10000			15000																					
420018	虎贲营18	12000			17000																					
420019	虎贲营19	14000			21000																					
420020	虎贲营20	16000			24000																					
420021	虎贲营21	20000			30000																					
420022	虎贲营22	23000			34000																					
420023	虎贲营23	27000			40000																					
420024	虎贲营24	38000			56000																					
420025	虎贲营25	39000			58000																					
420026	虎贲营26	46000			68000																					
420027	虎贲营27	55000			83000																					
420028	虎贲营28	81000			122000																					
420029	虎贲营29	122000			183000																					
420030	虎贲营30	158000			237000																					
420031	虎贲营31	237000			355000																					
420032	虎贲营32	443000			665000																					
420033	虎贲营33	591000			886000																					
420034	虎贲营34	664000			996000																					
420035	虎贲营35	684000			1027000																					
420036	虎贲营36	912000			1368000																					
420037	虎贲营37	1015000			1522000																					
420038	虎贲营38	1092000			1638000																					
420039	虎贲营39	1410000			2116000																					
420040	虎贲营40	1380000			2069000																					
420041	虎贲营41	1565000			2347000																					
420042	虎贲营42	1972000			2959000																					
420043	虎贲营43	2192000			3288000																					
420044	虎贲营44	2360000			3539000																					
420045	虎贲营45	2794000			4191000																					
420046	虎贲营46	2974000			4461000																					
420047	虎贲营47	3224000			4835000																					
420048	虎贲营48	3879000			5819000																					
420049	虎贲营49	4170000			6255000																					
420050	虎贲营50	4092000			6138000																					
																										
430001	城防机关1																									
430002	城防机关2	46			70																					
430003	城防机关3	56			84																					
430004	城防机关4	80			121																					
430005	城防机关5	74			112																					
430006	城防机关6	81			122																					
430007	城防机关7	91			137																					
430008	城防机关8	326			489																					
430009	城防机关9	770			1155																					
430010	城防机关10	1191			1787																					
430011	城防机关11	1769			2653																					
430012	城防机关12	2871			4307																					
430013	城防机关13	4138			6208																					
430014	城防机关14	5632			8448																					
430015	城防机关15	7436			11000																					
430016	城防机关16	12000			17000																					
430017	城防机关17	14000			22000																					
430018	城防机关18	16000			25000																					
430019	城防机关19	20000			31000																					
430020	城防机关20	23000			35000																					
430021	城防机关21	28000			42000																					
430022	城防机关22	32000			48000																					
430023	城防机关23	38000			58000																					
430024	城防机关24	54000			81000																					
430025	城防机关25	56000			84000																					
430026	城防机关26	65000			98000																					
430027	城防机关27	79000			118000																					
430028	城防机关28	116000			175000																					
430029	城防机关29	174000			261000																					
430030	城防机关30	225000			338000																					
430031	城防机关31	338000			508000																					
430032	城防机关32	633000			950000																					
430033	城防机关33	844000			1266000																					
430034	城防机关34	948000			1423000																					
430035	城防机关35	978000			1467000																					
430036	城防机关36	1302000			1954000																					
430037	城防机关37	1450000			2175000																					
430038	城防机关38	1560000			2341000																					
430039	城防机关39	2015000			3022000																					
430040	城防机关40	1971000			2956000																					
430041	城防机关41	2236000			3353000																					
430042	城防机关42	2818000			4226000																					
430043	城防机关43	3131000			4697000																					
430044	城防机关44	3371000			5056000																					
430045	城防机关45	3992000			5988000																					
430046	城防机关46	4249000			6373000																					
430047	城防机关47	4605000			6908000																					
430048	城防机关48	5542000			8313000																					
430049	城防机关49	5957000			8935000																					
430050	城防机关50	5846000			8769000																					
																										
440001	预备兵所1																									
440002	预备兵所2	18			28																					
440003	预备兵所3	22			33																					
440004	预备兵所4	32			48																					
440005	预备兵所5	29			44																					
440006	预备兵所6	32			48																					
440007	预备兵所7	36			54																					
440008	预备兵所8	130			195																					
440009	预备兵所9	308			462																					
440010	预备兵所10	476			715																					
440011	预备兵所11	707			1061																					
440012	预备兵所12	1148			1722																					
440013	预备兵所13	1655			2483																					
440014	预备兵所14	2252			3379																					
440015	预备兵所15	2974			4461																					
440016	预备兵所16	4640			6961																					
440017	预备兵所17	5741			8612																					
440018	预备兵所18	6573			9860																					
440019	预备兵所19	8144			12000																					
440020	预备兵所20	9250			14000																					
440021	预备兵所21	11000			17000																					
440022	预备兵所22	13000			19000																					
440023	预备兵所23	15000			23000																					
440024	预备兵所24	21000			32000																					
440025	预备兵所25	22000			33000																					
440026	预备兵所26	26000			39000																					
440027	预备兵所27	32000			47000																					
440028	预备兵所28	47000			70000																					
440029	预备兵所29	70000			105000																					
440030	预备兵所30	90000			135000																					
440031	预备兵所31	135000			203000																					
440032	预备兵所32	253000			380000																					
440033	预备兵所33	338000			506000																					
440034	预备兵所34	379000			569000																					
440035	预备兵所35	391000			587000																					
440036	预备兵所36	521000			781000																					
440037	预备兵所37	580000			870000																					
440038	预备兵所38	624000			936000																					
440039	预备兵所39	806000			1209000																					
440040	预备兵所40	788000			1182000																					
440041	预备兵所41	894000			1341000																					
440042	预备兵所42	1127000			1691000																					
440043	预备兵所43	1253000			1879000																					
440044	预备兵所44	1348000			2023000																					
440045	预备兵所45	1597000			2395000																					
440046	预备兵所46	1699000			2549000																					
440047	预备兵所47	1842000			2763000																					
440048	预备兵所48	2217000			3325000																					
440049	预备兵所49	2383000			3574000																					
440050	预备兵所50	2338000			3508000																					
																										
																										
110001																										
110002					100																					
110003					200																					
110004					400																					
110005					600																					
110006					800																					
110007					1200																					
110008					1600																					
110009					2000																					
110010					2400																					
110011		0			3300																					
110012		0			6700																					
110013		0			10300																					
110014		0			19400																					
110015		0			27200																					
110016		0			43600																					
110017		0			58900																					
110018		0			88600																					
110019		0			108200																					
110020		0			154400																					
110021		0			232600																					
110022		0			369700																					
110023		0			517600																					
110024		0			772200																					
110025		0			974900																					
110026		0			1465600																					
110027		0			1937900																					
110028		0			2698500																					
110029		0			3291100																					
110030		0			4405000																					
120001																										
120002		100			100																					
120003		300			200																					
120004		800			400																					
120005		1400			600																					
120006		2100			800																					
120007		2900			1200																					
120008		3800			1600																					
120009		4800			2000																					
120010		5800			2400																					
120011		10000			10000																					
120012		20100			20100																					
120013		30900			30900																					
120014		58200			58200																					
120015		81500			81500																					
120016		130900			130900																					
120017		176600			176600																					
120018		265800			265800																					
120019		324600			324600																					
120020		463100			463100																					
120021		697900			697900																					
120022		1109000			1109000																					
120023		1552800			1552800																					
120024		2316700			2316700																					
120025		2924600			2924600																					
120026		4396700			4396700																					
120027		5813700			5813700																					
120028		8095400			8095400																					
120029		9873200			9873200																					
120030		13215000			13215000																					
																										
10001001		252			168																					
10001002		779			519																					
10001003		1504			1003																					
10001004		3385			2257																					
10001005		5717			3811																					
10001006		9138			6092																					
10001007		13000			8682																					
10001008		20000			14000																					
10001009		25000			16000																					
10001010		39000			26000																					
10001011		52000			35000																					
10001012		84000			56000																					
10001013		133000			89000																					
10001014		232000			155000																					
10001015		494000			329000																					
10001016		1358000			905000																					
10001017		1978000			1319000																					
10001018		2916000			1944000																					
10001019		3398000			2266000																					
10001020		4554000			3036000																					
10001021		6349000			4233000																					
10001022		7422000			4948000																					
10001023		9840000			6560000																					
10001024		13000000			8367000																					
10001025		14000000			9229000																					
																										
10002001		252			168																					
10002002		779			519																					
10002003		1504			1003																					
10002004		3385			2257																					
10002005		5717			3811																					
10002006		9138			6092																					
10002007		13000			8682																					
10002008		20000			14000																					
10002009		25000			16000																					
10002010		39000			26000																					
10002011		52000			35000																					
10002012		84000			56000																					
10002013		133000			89000																					
10002014		232000			155000																					
10002015		494000			329000																					
10002016		1358000			905000																					
10002017		1978000			1319000																					
10002018		2916000			1944000																					
10002019		3398000			2266000																					
10002020		4554000			3036000																					
10002021		6349000			4233000																					
10002022		7422000			4948000																					
10002023		9840000			6560000																					
10002024		13000000			8367000																					
10002025		14000000			9229000																					
																										
10003001		1122			748																					
10003002		3465			2310																					
10003003		6687			4458																					
10003004		15000			10000																					
10003005		25000			17000																					
10003006		41000			27000																					
10003007		58000			39000																					
10003008		90000			60000																					
10003009		109000			73000																					
10003010		172000			114000																					
10003011		230000			154000																					
10003012		372000			248000																					
10003013		590000			394000																					
10003014		1031000			687000																					
10003015		2195000			1464000																					
10003016		6035000			4023000																					
10003017		8792000			5862000																					
10003018		13000000			8640000																					
10003019		15000000			10000000																					
10003020		20000000			13000000																					
10003021		28000000			19000000																					
10003022		33000000			22000000																					
10003023		44000000			29000000																					
10003024		56000000			37000000																					
10003025		62000000			41000000																					
																										
10004001		617			411																					
10004002		1905			1270																					
10004003		3678			2452																					
10004004		8276			5517																					
10004005		14000			9317																					
10004006		22000			15000																					
10004007		32000			21000																					
10004008		50000			33000																					
10004009		60000			40000																					
10004010		94000			63000																					
10004011		127000			84000																					
10004012		204000			136000																					
10004013		325000			217000																					
10004014		567000			378000																					
10004015		1207000			805000																					
10004016		3319000			2213000																					
10004017		4836000			3224000																					
10004018		7128000			4752000																					
10004019		8307000			5538000																					
10004020		11000000			7421000																					
10004021		16000000			10000000																					
10004022		18000000			12000000																					
10004023		24000000			16000000																					
10004024		31000000			20000000																					
10004025		34000000			23000000																					
																										
10005001		6086																								
10005002		31000																								
10005003		80000																								
10005004		208000																								
10005005		533000																								
10005006		2724000																								
10005007		12000000																								
10005008		25000000																								
10005009		52000000																								
10005010		77000000																								
																										
10011001		561			374																					
10011002		1732			1155																					
10011003		3343			2229																					
10011004		7524			5016																					
10011005		13000			8470																					
10011006		20000			14000																					
10011007		29000			19000																					
10011008		45000			30000																					
10011009		55000			36000																					
10011010		86000			57000																					
10011011		115000			77000																					
10011012		186000			124000																					
10011013		295000			197000																					
10011014		515000			344000																					
10011015		1098000			732000																					
10011016		3017000			2012000																					
10011017		4396000			2931000																					
10011018		6480000			4320000																					
10011019		7552000			5035000																					
10011020		10000000			6746000																					
10011021		14000000			9406000																					
10011022		16000000			11000000																					
10011023		22000000			15000000																					
10011024		28000000			19000000																					
10011025		31000000			21000000																					
																										
10012001		561			374																					
10012002		1732			1155																					
10012003		3343			2229																					
10012004		7524			5016																					
10012005		13000			8470																					
10012006		20000			14000																					
10012007		29000			19000																					
10012008		45000			30000																					
10012009		55000			36000																					
10012010		86000			57000																					
10012011		115000			77000																					
10012012		186000			124000																					
10012013		295000			197000																					
10012014		515000			344000																					
10012015		1098000			732000																					
10012016		3017000			2012000																					
10012017		4396000			2931000																					
10012018		6480000			4320000																					
10012019		7552000			5035000																					
10012020		10000000			6746000																					
10012021		14000000			9406000																					
10012022		16000000			11000000																					
10012023		22000000			15000000																					
10012024		28000000			19000000																					
10012025		31000000			21000000																					
																										
10013001		561			374																					
10013002		1732			1155																					
10013003		3343			2229																					
10013004		7524			5016																					
10013005		13000			8470																					
10013006		20000			14000																					
10013007		29000			19000																					
10013008		45000			30000																					
10013009		55000			36000																					
10013010		86000			57000																					
10013011		115000			77000																					
10013012		186000			124000																					
10013013		295000			197000																					
10013014		515000			344000																					
10013015		1098000			732000																					
10013016		3017000			2012000																					
10013017		4396000			2931000																					
10013018		6480000			4320000																					
10013019		7552000			5035000																					
10013020		10000000			6746000																					
10013021		14000000			9406000																					
10013022		16000000			11000000																					
10013023		22000000			15000000																					
10013024		28000000			19000000																					
10013025		31000000			21000000																					
																										
10014001		561			374																					
10014002		1732			1155																					
10014003		3343			2229																					
10014004		7524			5016																					
10014005		13000			8470																					
10014006		20000			14000																					
10014007		29000			19000																					
10014008		45000			30000																					
10014009		55000			36000																					
10014010		86000			57000																					
10014011		115000			77000																					
10014012		186000			124000																					
10014013		295000			197000																					
10014014		515000			344000																					
10014015		1098000			732000																					
10014016		3017000			2012000																					
10014017		4396000			2931000																					
10014018		6480000			4320000																					
10014019		7552000			5035000																					
10014020		10000000			6746000																					
10014021		14000000			9406000																					
10014022		16000000			11000000																					
10014023		22000000			15000000																					
10014024		28000000			19000000																					
10014025		31000000			21000000																					
																										
10015001		16000																								
10015002		87000																								
10015003		314000																								
10015004		1647000																								
10015005		16000000																								
10015006		47000000																								
10015007		98000000																								
																										
																										
																										
																										
10021001		561			374																					
10021002		1732			1155																					
10021003		3343			2229																					
10021004		7524			5016																					
10021005		13000			8470																					
10021006		20000			14000																					
10021007		29000			19000																					
10021008		45000			30000																					
10021009		55000			36000																					
10021010		86000			57000																					
10021011		115000			77000																					
10021012		186000			124000																					
10021013		295000			197000																					
10021014		515000			344000																					
10021015		1098000			732000																					
10021016		3017000			2012000																					
10021017		4396000			2931000																					
10021018		6480000			4320000																					
10021019		7552000			5035000																					
10021020		10000000			6746000																					
10021021		14000000			9406000																					
10021022		16000000			11000000																					
10021023		22000000			15000000																					
10021024		28000000			19000000																					
10021025		31000000			21000000																					
																										
10022001		561			374																					
10022002		1732			1155																					
10022003		3343			2229																					
10022004		7524			5016																					
10022005		13000			8470																					
10022006		20000			14000																					
10022007		29000			19000																					
10022008		45000			30000																					
10022009		55000			36000																					
10022010		86000			57000																					
10022011		115000			77000																					
10022012		186000			124000																					
10022013		295000			197000																					
10022014		515000			344000																					
10022015		1098000			732000																					
10022016		3017000			2012000																					
10022017		4396000			2931000																					
10022018		6480000			4320000																					
10022019		7552000			5035000																					
10022020		10000000			6746000																					
10022021		14000000			9406000																					
10022022		16000000			11000000																					
10022023		22000000			15000000																					
10022024		28000000			19000000																					
10022025		31000000			21000000																					
																										
10023001		561			374																					
10023002		1732			1155																					
10023003		3343			2229																					
10023004		7524			5016																					
10023005		13000			8470																					
10023006		20000			14000																					
10023007		29000			19000																					
10023008		45000			30000																					
10023009		55000			36000																					
10023010		86000			57000																					
10023011		115000			77000																					
10023012		186000			124000																					
10023013		295000			197000																					
10023014		515000			344000																					
10023015		1098000			732000																					
10023016		3017000			2012000																					
10023017		4396000			2931000																					
10023018		6480000			4320000																					
10023019		7552000			5035000																					
10023020		10000000			6746000																					
10023021		14000000			9406000																					
10023022		16000000			11000000																					
10023023		22000000			15000000																					
10023024		28000000			19000000																					
10023025		31000000			21000000																					
																										
10024001		561			374																					
10024002		1732			1155																					
10024003		3343			2229																					
10024004		7524			5016																					
10024005		13000			8470																					
10024006		20000			14000																					
10024007		29000			19000																					
10024008		45000			30000																					
10024009		55000			36000																					
10024010		86000			57000																					
10024011		115000			77000																					
10024012		186000			124000																					
10024013		295000			197000																					
10024014		515000			344000																					
10024015		1098000			732000																					
10024016		3017000			2012000																					
10024017		4396000			2931000																					
10024018		6480000			4320000																					
10024019		7552000			5035000																					
10024020		10000000			6746000																					
10024021		14000000			9406000																					
10024022		16000000			11000000																					
10024023		22000000			15000000																					
10024024		28000000			19000000																					
10024025		31000000			21000000																					
																										
10025001		16000																								
10025002		87000																								
10025003		314000																								
10025004		1647000																								
10025005		16000000																								
10025006		47000000																								
10025007		98000000																								
																										
																										
																										
																										
10031001		561			374																					
10031002		1732			1155																					
10031003		3343			2229																					
10031004		7524			5016																					
10031005		13000			8470																					
10031006		20000			14000																					
10031007		29000			19000																					
10031008		45000			30000																					
10031009		55000			36000																					
10031010		86000			57000																					
10031011		115000			77000																					
10031012		186000			124000																					
10031013		295000			197000																					
10031014		515000			344000																					
10031015		1098000			732000																					
10031016		3017000			2012000																					
10031017		4396000			2931000																					
10031018		6480000			4320000																					
10031019		7552000			5035000																					
10031020		10000000			6746000																					
10031021		14000000			9406000																					
10031022		16000000			11000000																					
10031023		22000000			15000000																					
10031024		28000000			19000000																					
10031025		31000000			21000000																					
																										
10032001		561			374																					
10032002		1732			1155																					
10032003		3343			2229																					
10032004		7524			5016																					
10032005		13000			8470																					
10032006		20000			14000																					
10032007		29000			19000																					
10032008		45000			30000																					
10032009		55000			36000																					
10032010		86000			57000																					
10032011		115000			77000																					
10032012		186000			124000																					
10032013		295000			197000																					
10032014		515000			344000																					
10032015		1098000			732000																					
10032016		3017000			2012000																					
10032017		4396000			2931000																					
10032018		6480000			4320000																					
10032019		7552000			5035000																					
10032020		10000000			6746000																					
10032021		14000000			9406000																					
10032022		16000000			11000000																					
10032023		22000000			15000000																					
10032024		28000000			19000000																					
10032025		31000000			21000000																					
																										
10033001		561			374																					
10033002		1732			1155																					
10033003		3343			2229																					
10033004		7524			5016																					
10033005		13000			8470																					
10033006		20000			14000																					
10033007		29000			19000																					
10033008		45000			30000																					
10033009		55000			36000																					
10033010		86000			57000																					
10033011		115000			77000																					
10033012		186000			124000																					
10033013		295000			197000																					
10033014		515000			344000																					
10033015		1098000			732000																					
10033016		3017000			2012000																					
10033017		4396000			2931000																					
10033018		6480000			4320000																					
10033019		7552000			5035000																					
10033020		10000000			6746000																					
10033021		14000000			9406000																					
10033022		16000000			11000000																					
10033023		22000000			15000000																					
10033024		28000000			19000000																					
10033025		31000000			21000000																					
																										
10034001		561			374																					
10034002		1732			1155																					
10034003		3343			2229																					
10034004		7524			5016																					
10034005		13000			8470																					
10034006		20000			14000																					
10034007		29000			19000																					
10034008		45000			30000																					
10034009		55000			36000																					
10034010		86000			57000																					
10034011		115000			77000																					
10034012		186000			124000																					
10034013		295000			197000																					
10034014		515000			344000																					
10034015		1098000			732000																					
10034016		3017000			2012000																					
10034017		4396000			2931000																					
10034018		6480000			4320000																					
10034019		7552000			5035000																					
10034020		10000000			6746000																					
10034021		14000000			9406000																					
10034022		16000000			11000000																					
10034023		22000000			15000000																					
10034024		28000000			19000000																					
10034025		31000000			21000000																					
																										
10035001		16000																								
10035002		87000																								
10035003		314000																								
10035004		1647000																								
10035005		16000000																								
10035006		47000000																								
10035007		98000000																								
																										
																										
																										
																										
10041001		561			374																					
10041002		1732			1155																					
10041003		3343			2229																					
10041004		7524			5016																					
10041005		13000			8470																					
10041006		20000			14000																					
10041007		29000			19000																					
10041008		45000			30000																					
10041009		55000			36000																					
10041010		86000			57000																					
10041011		115000			77000																					
10041012		186000			124000																					
10041013		295000			197000																					
10041014		515000			344000																					
10041015		1098000			732000																					
10041016		3017000			2012000																					
10041017		4396000			2931000																					
10041018		6480000			4320000																					
10041019		7552000			5035000																					
10041020		10000000			6746000																					
10041021		14000000			9406000																					
10041022		16000000			11000000																					
10041023		22000000			15000000																					
10041024		28000000			19000000																					
10041025		31000000			21000000																					
																										
10042001		561			374																					
10042002		1732			1155																					
10042003		3343			2229																					
10042004		7524			5016																					
10042005		13000			8470																					
10042006		20000			14000																					
10042007		29000			19000																					
10042008		45000			30000																					
10042009		55000			36000																					
10042010		86000			57000																					
10042011		115000			77000																					
10042012		186000			124000																					
10042013		295000			197000																					
10042014		515000			344000																					
10042015		1098000			732000																					
10042016		3017000			2012000																					
10042017		4396000			2931000																					
10042018		6480000			4320000																					
10042019		7552000			5035000																					
10042020		10000000			6746000																					
10042021		14000000			9406000																					
10042022		16000000			11000000																					
10042023		22000000			15000000																					
10042024		28000000			19000000																					
10042025		31000000			21000000																					
																										
10043001		561			374																					
10043002		1732			1155																					
10043003		3343			2229																					
10043004		7524			5016																					
10043005		13000			8470																					
10043006		20000			14000																					
10043007		29000			19000																					
10043008		45000			30000																					
10043009		55000			36000																					
10043010		86000			57000																					
10043011		115000			77000																					
10043012		186000			124000																					
10043013		295000			197000																					
10043014		515000			344000																					
10043015		1098000			732000																					
10043016		3017000			2012000																					
10043017		4396000			2931000																					
10043018		6480000			4320000																					
10043019		7552000			5035000																					
10043020		10000000			6746000																					
10043021		14000000			9406000																					
10043022		16000000			11000000																					
10043023		22000000			15000000																					
10043024		28000000			19000000																					
10043025		31000000			21000000																					
																										
10044001		561			374																					
10044002		1732			1155																					
10044003		3343			2229																					
10044004		7524			5016																					
10044005		13000			8470																					
10044006		20000			14000																					
10044007		29000			19000																					
10044008		45000			30000																					
10044009		55000			36000																					
10044010		86000			57000																					
10044011		115000			77000																					
10044012		186000			124000																					
10044013		295000			197000																					
10044014		515000			344000																					
10044015		1098000			732000																					
10044016		3017000			2012000																					
10044017		4396000			2931000																					
10044018		6480000			4320000																					
10044019		7552000			5035000																					
10044020		10000000			6746000																					
10044021		14000000			9406000																					
10044022		16000000			11000000																					
10044023		22000000			15000000																					
10044024		28000000			19000000																					
10044025		31000000			21000000																					
																										
10045001		16000																								
10045002		87000																								
10045003		314000																								
10045004		1647000																								
10045005		16000000																								
10045006		47000000																								
10045007		98000000																								
																										
																										
																										
																										
10051001		561			374																					
10051002		1732			1155																					
10051003		3343			2229																					
10051004		7524			5016																					
10051005		13000			8470																					
10051006		20000			14000																					
10051007		29000			19000																					
10051008		45000			30000																					
10051009		55000			36000																					
10051010		86000			57000																					
10051011		115000			77000																					
10051012		186000			124000																					
10051013		295000			197000																					
10051014		515000			344000																					
10051015		1098000			732000																					
10051016		3017000			2012000																					
10051017		4396000			2931000																					
10051018		6480000			4320000																					
10051019		7552000			5035000																					
10051020		10000000			6746000																					
10051021		14000000			9406000																					
10051022		16000000			11000000																					
10051023		22000000			15000000																					
10051024		28000000			19000000																					
10051025		31000000			21000000																					
																										
10052001		561			374																					
10052002		1732			1155																					
10052003		3343			2229																					
10052004		7524			5016																					
10052005		13000			8470																					
10052006		20000			14000																					
10052007		29000			19000																					
10052008		45000			30000																					
10052009		55000			36000																					
10052010		86000			57000																					
10052011		115000			77000																					
10052012		186000			124000																					
10052013		295000			197000																					
10052014		515000			344000																					
10052015		1098000			732000																					
10052016		3017000			2012000																					
10052017		4396000			2931000																					
10052018		6480000			4320000																					
10052019		7552000			5035000																					
10052020		10000000			6746000																					
10052021		14000000			9406000																					
10052022		16000000			11000000																					
10052023		22000000			15000000																					
10052024		28000000			19000000																					
10052025		31000000			21000000																					
																										
10053001		561			374																					
10053002		1732			1155																					
10053003		3343			2229																					
10053004		7524			5016																					
10053005		13000			8470																					
10053006		20000			14000																					
10053007		29000			19000																					
10053008		45000			30000																					
10053009		55000			36000																					
10053010		86000			57000																					
10053011		115000			77000																					
10053012		186000			124000																					
10053013		295000			197000																					
10053014		515000			344000																					
10053015		1098000			732000																					
10053016		3017000			2012000																					
10053017		4396000			2931000																					
10053018		6480000			4320000																					
10053019		7552000			5035000																					
10053020		10000000			6746000																					
10053021		14000000			9406000																					
10053022		16000000			11000000																					
10053023		22000000			15000000																					
10053024		28000000			19000000																					
10053025		31000000			21000000																					
																										
10054001		561			374																					
10054002		1732			1155																					
10054003		3343			2229																					
10054004		7524			5016																					
10054005		13000			8470																					
10054006		20000			14000																					
10054007		29000			19000																					
10054008		45000			30000																					
10054009		55000			36000																					
10054010		86000			57000																					
10054011		115000			77000																					
10054012		186000			124000																					
10054013		295000			197000																					
10054014		515000			344000																					
10054015		1098000			732000																					
10054016		3017000			2012000																					
10054017		4396000			2931000																					
10054018		6480000			4320000																					
10054019		7552000			5035000																					
10054020		10000000			6746000																					
10054021		14000000			9406000																					
10054022		16000000			11000000																					
10054023		22000000			15000000																					
10054024		28000000			19000000																					
10054025		31000000			21000000																					
																										
10055001		16000																								
10055002		87000																								
10055003		314000																								
10055004		1647000																								
10055005		16000000																								
10055006		47000000																								
10055007		98000000																								
																										
																										
																										
10101001																										
10101002		34000																								
10101003		85000																								
10101004		230000																								
10101005		880000																								
10101006		7543000																								
10101007		18000000																								
10101008		47000000																								
10101009		78000000																								
10101010		117000000																								
																										
																										
																										
10102001		10																								
10102002		20																								
10102003		40																								
10102004		60																								
10102005		80																								
10102006		100																								
10102007		120																								
10102008		140																								
10102009		160																								
10102010		180																								
10103001		5																								
10103002		10																								
10103003		20																								
10103004		30																								
10103005		40																								
10103006		50																								
10103007		60																								
10103008		70																								
10103009		80																								
10103010		90																								
																										
10300001																										
10300002						50																				
10300003						150																				
10300004						300																				
10300005						500																				
																										
10801001		1																								
10802001		1																								
10803001					10000																					
10803002					20000																					
10803003					30000																					
10803004					40000																					
10803005					50000																					
10803006					70000																					
10803007					90000																					
10803008					110000																					
10803009					130000																					
10803010					150000																					
10803011					200000																					
10803012					250000																					
10803013					300000																					
10804001		10000																								
10804002		20000																								
10804003		30000																								
10804004		40000																								
10804005		50000																								
10804006		70000																								
10804007		90000																								
10804008		110000																								
10804009		130000																								
10804010		150000																								
10804011		200000																								
10804012		250000																								
10804013		300000																								
10805001						10																				
10805002						20																				
10805003						50																				
10805004						100																				
10805005						150																				
10805006						200																				
10805007						300																				
10805008						500																				
10805009						800																				
10805010						1200																				
10805011						1800																				
10805012						2500																				
10805013						3500																				
																										
10901001													40001	1												
																										
																										
11601001									1000																	
11601002									500																	
11601003									600																	
11601004									2500																	
11601005									2500																	
11601006									2500																	
11601007									2500																	
11601008									250																	
11601009									2000																	
11601010									400																	
11601020									5000																	
																										
11602001						100																				
11602002						300																				
11602003						500																				
11602004						100																				
11602005						300																				
11602006						500																				
11602007								50																		
11602008								300																		
11602009								80																		
11602010						20																				
11602011						20																				
11602012						20																				
11602013						20																				
11602014						50																				
11602015						100																				
11602016								10																		
11602017								100																		
11602018						10																				
11602019								1000																		
11602020								2000																		
11602021								3000																		
11602022								20																		
11602023								1																		
																										
11603001							10																			
11603002							20																			
11603003							10																			
11603004							20																			
11603005							30																			
11603006							40																			
11603007							50																			
11603008							300																			
																										
11604001										10																
11604002										20																
11604003										10																
11604004										20																
11604005										30																
11604006										40																
11604007										50																
11604008										300																
																										
11605001							30																			
11605002							60																			
11605003							90																			
11605004							120																			
11605005							150																			
																										
11605101							50																			
11605102							100																			
11605103							150																			
11605104							200																			
11605105							250																			
																										
11605201							30																			
11605202							40																			
11605203							60																			
11605204							80																			
11605205							100																			
																										
11605301							20																			
11605302							40																			
11605303							60																			
11605304							120																			
11605305							150																			
																										
11605401							50																			
11605402							100																			
11605403							150																			
11605404							200																			
11605405							250																			
																										
11605501							25																			
11605502							50																			
11605503							75																			
11605504							100																			
11605505							125																			
																										
11605601							40																			
11605602							80																			
11605603							120																			
11605604							160																			
11605605							200																			
																										
11605701							20																			
11605801							20																			
11605901							20																			
																										
11607001							50																			
11607002							100																			
11607003							150																			
																										
11607101							50																			
11607102							100																			
11607201							50																			
11607202							100																			
																										
80000000								100																		君主第二次改名
																										
80000001								2000																		联盟改国家
																										
81000001								10																		第一次军营强征消耗
81000002								20																		第2次军营强征消耗
81000003								20																		第3次军营强征消耗
81000004								40																		第4次军营强征消耗
81000005								40																		第5次军营强征消耗
81000006								50																		第6次军营强征消耗
81000007								50																		
81000008								50																		
81000009								50																		
81000010								50																		
																										
80000008								10																		第2次酒馆刷新
80000009								10																		第3次酒馆刷新
80000010								20																		第4次酒馆刷新
80000011								20																		第5次酒馆刷新
80000012								30																		第6次酒馆刷新
80000013								30																		
80000014								40																		
80000015								40																		
																										
80005001								300																		第1次政务刷新
80005002								400																		第2次政务刷新
80005003								600																		第3次政务刷新
80005004								800																		第4次政务刷新
80005005								1200																		第5次政务刷新
80005006								1600																		第6次政务刷新
80005007								2000																		第7次政务刷新
