id		掉落项，关联plunder_item表	权重																																								
id		item	weight	item	weight	item	weight	item	weight	item	weight	item	weight	item	weight	item	weight	item	weight	item	weight	item	weight	item	weight	item	weight	item	weight	item	weight	item	weight	item	weight	item	weight	item	weight	item	weight	item	weight
12106028		10203001	2	10203002	2	10203003	2	10203004	1	10203005	1	10203006	1	10203007	1																												
																																											
12101029		10202001	100	10202002	100	10202003	100	10202004	50	10202005	50	10202006	50	10202007	50	10203001	50	10203002	50	10203003	50	10203004	50	10203005	50	10203006	50	10203007	50														
12102029		10202001	100	10202002	100	10202003	100	10202004	50	10202005	50	10202006	50	10202007	50	10204001	50	10204002	50	10204003	50	10204004	50	10204005	50	10204006	50	10204007	50														
12103029		10202001	2	10202002	2	10202003	2	10202004	1	10202005	1	10202006	1	10202007	1																												
12104029		10202001	2	10202002	2	10202003	2	10202004	1	10202005	1	10202006	1	10202007	1																												
12105029		10202001	2	10202002	2	10202003	2	10202004	1	10202005	1	10202006	1	10202007	1																												
12106029		10203001	2	10203002	2	10203003	2	10203004	1	10203005	1	10203006	1	10203007	1																												
																																											
12101030		10202001	50	10202002	50	10202003	50	10202004	25	10202005	25	10202006	25	10202007	25	10203001	75	10203002	75	10203003	75	10203004	75	10203005	75	10203006	75	10203007	75														
12102030		10202001	50	10202002	50	10202003	50	10202004	25	10202005	25	10202006	25	10202007	25	10204001	75	10204002	75	10204003	75	10204004	75	10204005	75	10204006	75	10204007	75														
12103030		10202001	2	10202002	2	10202003	2	10202004	1	10202005	1	10202006	1	10202007	1																												
12104030		10202001	2	10202002	2	10202003	2	10202004	1	10202005	1	10202006	1	10202007	1																												
12105030		10202001	2	10202002	2	10202003	2	10202004	1	10202005	1	10202006	1	10202007	1																												
12106030		10203001	2	10203002	2	10203003	2	10203004	1	10203005	1	10203006	1	10203007	1																												
																																											
12101031		10203001	2	10203002	2	10203003	2	10203004	1	10203005	1	10203006	1	10203007	1																												
12102031		10204001	2	10204002	2	10204003	2	10204004	1	10204005	1	10204006	1	10204007	1																												
12103031		10202001	2	10202002	2	10202003	2	10202004	1	10202005	1	10202006	1	10202007	1																												
12104031		10202001	2	10202002	2	10202003	2	10202004	1	10202005	1	10202006	1	10202007	1																												
12105031		10202001	2	10202002	2	10202003	2	10202004	1	10202005	1	10202006	1	10202007	1																												
12106031		10203001	2	10203002	2	10203003	2	10203004	1	10203005	1	10203006	1	10203007	1																												
																																											
12101032		10203001	2	10203002	2	10203003	2	10203004	1	10203005	1	10203006	1	10203007	1																												
12102032		10204001	2	10204002	2	10204003	2	10204004	1	10204005	1	10204006	1	10204007	1																												
12103032		10202001	150	10202002	150	10202003	150	10202004	75	10202005	75	10202006	75	10202007	75	10203001	25	10203002	25	10203003	25	10203004	25	10203005	25	10203006	25	10203007	25														
12104032		10202001	150	10202002	150	10202003	150	10202004	75	10202005	75	10202006	75	10202007	75	10204001	25	10204002	25	10204003	25	10204004	25	10204005	25	10204006	25	10204007	25														
12105032		10202001	2	10202002	2	10202003	2	10202004	1	10202005	1	10202006	1	10202007	1																												
12106032		10203001	2	10203002	2	10203003	2	10203004	1	10203005	1	10203006	1	10203007	1																												
																																											
12101033		10203001	2	10203002	2	10203003	2	10203004	1	10203005	1	10203006	1	10203007	1																												
12102033		10204001	2	10204002	2	10204003	2	10204004	1	10204005	1	10204006	1	10204007	1																												
12103033		10202001	100	10202002	100	10202003	100	10202004	50	10202005	50	10202006	50	10202007	50	10203001	50	10203002	50	10203003	50	10203004	50	10203005	50	10203006	50	10203007	50														
12104033		10202001	100	10202002	100	10202003	100	10202004	50	10202005	50	10202006	50	10202007	50	10204001	50	10204002	50	10204003	50	10204004	50	10204005	50	10204006	50	10204007	50														
12105033		10202001	2	10202002	2	10202003	2	10202004	1	10202005	1	10202006	1	10202007	1																												
12106033		10203001	2	10203002	2	10203003	2	10203004	1	10203005	1	10203006	1	10203007	1																												
																																											
12101034		10203001	2	10203002	2	10203003	2	10203004	1	10203005	1	10203006	1	10203007	1																												
12102034		10204001	2	10204002	2	10204003	2	10204004	1	10204005	1	10204006	1	10204007	1																												
12103034		10202001	50	10202002	50	10202003	50	10202004	25	10202005	25	10202006	25	10202007	25	10203001	75	10203002	75	10203003	75	10203004	75	10203005	75	10203006	75	10203007	75														
12104034		10202001	50	10202002	50	10202003	50	10202004	25	10202005	25	10202006	25	10202007	25	10204001	75	10204002	75	10204003	75	10204004	75	10204005	75	10204006	75	10204007	75														
12105034		10202001	2	10202002	2	10202003	2	10202004	1	10202005	1	10202006	1	10202007	1																												
12106034		10203001	2	10203002	2	10203003	2	10203004	1	10203005	1	10203006	1	10203007	1																												
																																											
12101035		10203001	2	10203002	2	10203003	2	10203004	1	10203005	1	10203006	1	10203007	1																												
12102035		10204001	2	10204002	2	10204003	2	10204004	1	10204005	1	10204006	1	10204007	1																												
12103035		10203001	2	10203002	2	10203003	2	10203004	1	10203005	1	10203006	1	10203007	1																												
12104035		10204001	2	10204002	2	10204003	2	10204004	1	10204005	1	10204006	1	10204007	1																												
12105035		10202001	2	10202002	2	10202003	2	10202004	1	10202005	1	10202006	1	10202007	1																												
12106035		10203001	2	10203002	2	10203003	2	10203004	1	10203005	1	10203006	1	10203007	1																												
																																											
12101036		10203001	2	10203002	2	10203003	2	10203004	1	10203005	1	10203006	1	10203007	1																												
12102036		10204001	2	10204002	2	10204003	2	10204004	1	10204005	1	10204006	1	10204007	1																												
12103036		10203001	2	10203002	2	10203003	2	10203004	1	10203005	1	10203006	1	10203007	1																												
12104036		10204001	2	10204002	2	10204003	2	10204004	1	10204005	1	10204006	1	10204007	1																												
12105036		10202001	100	10202002	100	10202003	100	10202004	50	10202005	50	10202006	50	10202007	50	10203001	50	10203002	50	10203003	50	10203004	50	10203005	50	10203006	50	10203007	50														
12106036		10203001	50	10203002	50	10203003	50	10203004	25	10203005	25	10203006	25	10203007	25	10204001	75	10204002	75	10204003	75	10204004	75	10204005	75	10204006	75	10204007	75														
																																											
12101037		10203001	2	10203002	2	10203003	2	10203004	1	10203005	1	10203006	1	10203007	1																												
12102037		10203001	2	10203002	2	10203003	2	10203004	1	10203005	1	10203006	1	10203007	1																												
12103037		10203001	2	10203002	2	10203003	2	10203004	1	10203005	1	10203006	1	10203007	1																												
12104037		10203001	100	10203002	100	10203003	100	10203004	50	10203005	50	10203006	50	10203007	50	10204001	50	10204002	50	10204003	50	10204004	50	10204005	50	10204006	50	10204007	50														
12105037		10204001	2	10204002	2	10204003	2	10204004	1	10204005	1	10204006	1	10204007	1																												
12106037		10204001	2	10204002	2	10204003	2	10204004	1	10204005	1	10204006	1	10204007	1																												
																																											
12101038		10203001	150	10203002	150	10203003	150	10203004	75	10203005	75	10203006	75	10203007	75	10205001	25	10205002	25	10205003	25	10205004	25	10205005	25	10205006	25	10205007	25														
12102038		10203001	2	10203002	2	10203003	2	10203004	1	10203005	1	10203006	1	10203007	1																												
12103038		10203001	2	10203002	2	10203003	2	10203004	1	10203005	1	10203006	1	10203007	1																												
12104038		10203001	50	10203002	50	10203003	50	10203004	25	10203005	25	10203006	25	10203007	25	10204001	75	10204002	75	10204003	75	10204004	75	10204005	75	10204006	75	10204007	75														
12105038		10204001	2	10204002	2	10204003	2	10204004	1	10204005	1	10204006	1	10204007	1																												
12106038		10204001	2	10204002	2	10204003	2	10204004	1	10204005	1	10204006	1	10204007	1																												
																																											
12101039		10203001	50	10203002	50	10203003	50	10203004	50	10203005	50	10203006	50	10203007	50	10205001	50	10205002	50	10205003	50	10205004	50	10205005	50	10205006	50	10205007	50														
12102039		10203001	1	10203002	1	10203003	1	10203004	1	10203005	1	10203006	1	10203007	1																												
12103039		10203001	1	10203002	1	10203003	1	10203004	1	10203005	1	10203006	1	10203007	1																												
12104039		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
12105039		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
12106039		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
																																											
12101040		10203001	25	10203002	25	10203003	25	10203004	25	10203005	25	10203006	25	10203007	25	10205001	75	10205002	75	10205003	75	10205004	75	10205005	75	10205006	75	10205007	75														
12102040		10203001	75	10203002	75	10203003	75	10203004	75	10203005	75	10203006	75	10203007	75	10204001	25	10204002	25	10204003	25	10204004	25	10204005	25	10204006	25	10204007	25														
12103040		10203001	1	10203002	1	10203003	1	10203004	1	10203005	1	10203006	1	10203007	1																												
12104040		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
12105040		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
12106040		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
																																											
12101041		10205001	1	10205002	1	10205003	1	10205004	1	10205005	1	10205006	1	10205007	1																												
12102041		10203001	50	10203002	50	10203003	50	10203004	50	10203005	50	10203006	50	10203007	50	10204001	50	10204002	50	10204003	50	10204004	50	10204005	50	10204006	50	10204007	50														
12103041		10203001	1	10203002	1	10203003	1	10203004	1	10203005	1	10203006	1	10203007	1																												
12104041		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
12105041		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
12106041		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
																																											
12101042		10205001	1	10205002	1	10205003	1	10205004	1	10205005	1	10205006	1	10205007	1																												
12102042		10203001	25	10203002	25	10203003	25	10203004	25	10203005	25	10203006	25	10203007	25	10204001	75	10204002	75	10204003	75	10204004	75	10204005	75	10204006	75	10204007	75														
12103042		10203001	75	10203002	75	10203003	75	10203004	75	10203005	75	10203006	75	10203007	75	10205001	25	10205002	25	10205003	25	10205004	25	10205005	25	10205006	25	10205007	25														
12104042		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
12105042		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
12106042		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
																																											
12101043		10205001	1	10205002	1	10205003	1	10205004	1	10205005	1	10205006	1	10205007	1																												
12102043		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
12103043		10203001	50	10203002	50	10203003	50	10203004	50	10203005	50	10203006	50	10203007	50	10205001	50	10205002	50	10205003	50	10205004	50	10205005	50	10205006	50	10205007	50														
12104043		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
12105043		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
12106043		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
																																											
12101044		10205001	1	10205002	1	10205003	1	10205004	1	10205005	1	10205006	1	10205007	1																												
12102044		10204001	75	10204002	75	10204003	75	10204004	75	10204005	75	10204006	75	10204007	75	10205001	25	10205002	25	10205003	25	10205004	25	10205005	25	10205006	25	10205007	25														
12103044		10203001	25	10203002	25	10203003	25	10203004	25	10203005	25	10203006	25	10203007	25	10205001	75	10205002	75	10205003	75	10205004	75	10205005	75	10205006	75	10205007	75														
12104044		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
12105044		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
12106044		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
																																											
12101045		10205001	1	10205002	1	10205003	1	10205004	1	10205005	1	10205006	1	10205007	1																												
12102045		10204001	50	10204002	50	10204003	50	10204004	50	10204005	50	10204006	50	10204007	50	10205001	50	10205002	50	10205003	50	10205004	50	10205005	50	10205006	50	10205007	50														
12103045		10205001	1	10205002	1	10205003	1	10205004	1	10205005	1	10205006	1	10205007	1																												
12104045		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
12105045		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
12106045		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
																																											
12101046		10205001	1	10205002	1	10205003	1	10205004	1	10205005	1	10205006	1	10205007	1																												
12102046		10204001	25	10204002	25	10204003	25	10204004	25	10204005	25	10204006	25	10204007	25	10205001	75	10205002	75	10205003	75	10205004	75	10205005	75	10205006	75	10205007	75														
12103046		10205001	1	10205002	1	10205003	1	10205004	1	10205005	1	10205006	1	10205007	1																												
12104046		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
12105046		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
12106046		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
																																											
12101047		10205001	1	10205002	1	10205003	1	10205004	1	10205005	1	10205006	1	10205007	1																												
12102047		10205001	1	10205002	1	10205003	1	10205004	1	10205005	1	10205006	1	10205007	1																												
12103047		10205001	1	10205002	1	10205003	1	10205004	1	10205005	1	10205006	1	10205007	1																												
12104047		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
12105047		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
12106047		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
																																											
12101048		10205001	1	10205002	1	10205003	1	10205004	1	10205005	1	10205006	1	10205007	1																												
12102048		10205001	1	10205002	1	10205003	1	10205004	1	10205005	1	10205006	1	10205007	1																												
12103048		10205001	1	10205002	1	10205003	1	10205004	1	10205005	1	10205006	1	10205007	1																												
12104048		10204001	75	10204002	75	10204003	75	10204004	75	10204005	75	10204006	75	10204007	75	10205001	25	10205002	25	10205003	25	10205004	25	10205005	25	10205006	25	10205007	25														
12105048		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
12106048		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
																																											
12101049		10205001	1	10205002	1	10205003	1	10205004	1	10205005	1	10205006	1	10205007	1																												
12102049		10205001	1	10205002	1	10205003	1	10205004	1	10205005	1	10205006	1	10205007	1																												
12103049		10205001	1	10205002	1	10205003	1	10205004	1	10205005	1	10205006	1	10205007	1																												
12104049		10204001	50	10204002	50	10204003	50	10204004	50	10204005	50	10204006	50	10204007	50	10205001	50	10205002	50	10205003	50	10205004	50	10205005	50	10205006	50	10205007	50														
12105049		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
12106049		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
																																											
12101050		10205001	1	10205002	1	10205003	1	10205004	1	10205005	1	10205006	1	10205007	1																												
12102050		10205001	1	10205002	1	10205003	1	10205004	1	10205005	1	10205006	1	10205007	1																												
12103050		10205001	1	10205002	1	10205003	1	10205004	1	10205005	1	10205006	1	10205007	1																												
12104050		10204001	25	10204002	25	10204003	25	10204004	25	10204005	25	10204006	25	10204007	25	10205001	75	10205002	75	10205003	75	10205004	75	10205005	75	10205006	75	10205007	75														
12105050		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
12106050		10204001	1	10204002	1	10204003	1	10204004	1	10204005	1	10204006	1	10204007	1																												
																																											
12800001		90001001	2120	90002001	810	90003001	270	90004001	90	90005001	30	90006001	10																														
1280000101		10001001	2120	20001001	2120	30001001	2120	10002001	810	20002001	810	30002001	810	10003001	270	20003001	270	30003001	270	10004001	90	20004001	90	30004001	90	10005001	30	20005001	30	30005001	30	10006001	10	20006001	10	30006001	10						
12800002		10004001	2120	20004001	2120	30004001	2120	10005001	810	20005001	810	30005001	810	10006001	270	20006001	270	30006001	270	10007001	90	20007001	90	30007001	90	10008001	30	20008001	30	30008001	30	10009001	10	20009001	10	30009001	10						
12800003		10007001	2120	20007001	2120	30007001	2120	10008001	810	20008001	810	30008001	810	10009001	270	20009001	270	30009001	270	10010001	90	20010001	90	30010001	90	10011001	30	20011001	30	30011001	30	10012001	10	20012001	10	30012001	10						
12800004		10010001	2120	20010001	2120	30010001	2120	10011001	810	20011001	810	30011001	810	10012001	270	20012001	270	30012001	270	10013001	90	20013001	90	30013001	90	10014001	30	20014001	30	30014001	30	10015001	10	20015001	10	30015001	10						
12800005		10013001	2120	20013001	2120	30013001	2120	10014001	810	20014001	810	30014001	810	10015001	270	20015001	270	30015001	270	10016001	90	20016001	90	30016001	90	10017001	30	20017001	30	30017001	30	10018001	10	20018001	10	30018001	10						
																																											
																																											
81085		1100100201	1	1100200201	1	1100300201	2	1100400201	2																																		
																																											
80040		10205501	2	10205502	2	10205503	2	10205504	1	10205505	1	10205506	1	10205507	1																												
																																											
12810001		1000901	9000	1000906	1000																																						
12820001		1000901	7500	1000906	2500																																						
12830001		1000901	8000	1000906	2000																																						
12810002		1000901	8250	1000906	1750																																						
12820002		1000901	6000	1000906	4000																																						
12830002		1000901	6000	1000906	4000																																						
12810003		1000901	7500	1000906	2500																																						
12820003		1000901	4500	1000906	5500																																						
12830003		1000901	4000	1000906	6000																																						
12810004		1000902	8625	1001001	1375																																						
12820004		1000902	6000	1001001	4000																																						
12830004		1000902	5000	1001001	5000																																						
12810005		1000902	8250	1001001	1750																																						
12820005		1000902	5250	1001001	4750																																						
12830005		1000902	4000	1001001	6000																																						
12810006		1000902	7875	1001001	2125																																						
12820006		1000902	4500	1001001	5500																																						
12830006		1000902	3000	1001001	7000																																						
12810007		1000903	8928	1001002	1072																																						
12820007		1000903	6785	1001002	3215																																						
12830007		1000903	5714	1001002	4286																																						
12810008		1000903	8750	1001002	1250																																						
12820008		1000903	6428	1001002	3572																																						
12830008		1000903	5238	1001002	4762																																						
12810009		1000903	8571	1001002	1429																																						
12820009		1000903	6071	1001002	3929																																						
12830009		1000903	4761	1001002	5239																																						
12810010		1000904	9023	1001003	977																																						
12820010		1000904	7031	1001003	2969																																						
12830010		1000904	5937	1001003	4063																																						
12810011		1000904	8906	1001003	1094																																						
12820011		1000904	6796	1001003	3204																																						
12830011		1000904	5625	1001003	4375																																						
12810012		1000904	8789	1001003	1211																																						
12820012		1000904	6562	1001003	3438																																						
12830012		1000904	5312	1001003	4688																																						
12810013		1000905	9069	1001101	931																																						
12820013		1000905	7151	1001101	2849																																						
12830013		1000905	6046	1001101	3954																																						
12810014		1000905	8982	1001101	1018																																						
12820014		1000905	6976	1001101	3024																																						
12830014		1000905	5813	1001101	4187																																						
12810015		1000905	8895	1001101	1105																																						
12820015		1000905	6802	1001101	3198																																						
12830015		1000905	5581	1001101	4419																																						
12810016		1000906	8839	1001101	1161																																						
12820016		1000906	6428	1001101	3572																																						
12830016		1000906	5000	1001101	5000																																						
12810017		1000906	8750	1001101	1250																																						
12820017		1000906	6250	1001101	3750																																						
12830017		1000906	4761	1001101	5239																																						
12810018		1000906	8660	1001101	1340																																						
12820018		1000906	6071	1001101	3929																																						
12830018		1000906	4523	1001101	5477																																						
