id	名称	攻击	防御	体力	敏捷	统帅	伤害增加万分比	伤害减少万分比	易伤增加万分比	易伤减少万分比
11303121	攻击	1440								
11303122	攻击	1570								
11303123	攻击	1700								
11303124	攻击	1830								
11303125	攻击	1960								
11303206	敏捷				100					
11303207	敏捷				200					
11303208	敏捷				300					
11303209	敏捷				400					
11303210	敏捷				500					
11303211	敏捷				550					
11303212	敏捷				600					
11303213	敏捷				650					
11303214	敏捷				700					
11303215	敏捷				750					
11303216	敏捷				850					
11303217	敏捷				900					
11303218	敏捷				970					
11303219	敏捷				1040					
11303220	敏捷				1110					
11303221	敏捷				1240					
11303222	敏捷				1370					
11303223	敏捷				1500					
11303224	敏捷				1630					
11303225	敏捷				1760					
11303311	体力			100						
11303312	体力			200						
11303313	体力			300						
11303314	体力			400						
11303315	体力			500						
11303316	体力			600						
11303317	体力			700						
11303318	体力			770						
11303319	体力			840						
11303320	体力			910						
11303321	体力			1040						
11303322	体力			1170						
11303323	体力			1300						
11303324	体力			1430						
11303325	体力			1560						
11304101	防御		40							
11304102	防御		80							
11304103	防御		120							
11304104	防御		160							
11304105	防御		200							
11304106	防御		260							
11304107	防御		320							
11304108	防御		380							
11304109	防御		440							
11304110	防御		500							
11307101	攻击	100								
11307102	攻击	200								
11307103	攻击	300								
11307104	攻击	400								
11307105	攻击	500								
11307106	攻击	550								
11307107	攻击	600								
11307108	攻击	650								
11307109	攻击	700								
11307110	攻击	750								
11307111	攻击	800								
11307112	攻击	850								
11307113	攻击	900								
11307114	攻击	950								
11307115	攻击	1000								
11307116	攻击	1050								
11307117	攻击	1100								
11307118	攻击	1170								
11307119	攻击	1240								
11307120	攻击	1310								
11307121	攻击	1440								
11307122	攻击	1570								
11307123	攻击	1700								
11307124	攻击	1830								
11307125	攻击	1960								
11307206	体力			100						
11307207	体力			200						
11307208	体力			300						
11307209	体力			400						
11307210	体力			500						
11307211	体力			550						
11307212	体力			600						
11307213	体力			650						
11307214	体力			700						
11307215	体力			750						
11307216	体力			850						
11307217	体力			900						
11307218	体力			970						
11307219	体力			1040						
11307220	体力			1110						
11307221	体力			1240						
11307222	体力			1370						
11307223	体力			1500						
11307224	体力			1630						
11307225	体力			1760						
11307311	弓将						1500			
11307312	弓将						2000			
11307313	弓将						2500			
11307314	弓将						3000			
11307315	弓将						3500			
11307316	弓将						4000			
11307317	弓将						4500			
11307318	弓将						4700			
11307319	弓将						4900			
11307320	弓将						5100			
11307321	弓将						5300			
11307322	弓将						5500			
11307323	弓将						5700			
11307324	弓将						5900			
11307325	弓将						6100			
11308101	体力			40						
11308102	体力			80						
11308103	体力			120						
11308104	体力			160						
11308105	体力			200						
11308106	体力			260						
11308107	体力			320						
11308108	体力			380						
11308109	体力			440						
11308110	体力			500						
11312101	防御		60							
11312102	防御		120							
11312103	防御		180							
11312104	防御		240							
11312105	防御		300							
11312106	防御		330							
11312107	防御		360							
11312108	防御		390							
11312109	防御		420							
11312110	防御		450							
11312111	防御		510							
11312112	防御		570							
11312113	防御		630							
11312114	防御		690							
11312115	防御		750							
11312206	攻击	60								
11312207	攻击	120								
11312208	攻击	180								
11312209	攻击	240								
11312210	攻击	300								
11312211	攻击	360								
11312212	攻击	420								
11312213	攻击	480								
11312214	攻击	540								
11312215	攻击	600								
11313101	敏捷				60					
11313102	敏捷				120					
11313103	敏捷				180					
11313104	敏捷				240					
11313105	敏捷				300					
11313106	敏捷				330					
11313107	敏捷				360					
11313108	敏捷				390					
11313109	敏捷				420					
11313110	敏捷				450					
11313111	敏捷				510					
11313112	敏捷				570					
11313113	敏捷				630					
11313114	敏捷				690					
11313115	敏捷				750					
11313206	体力			60						
11313207	体力			120						
11313208	体力			180						
11313209	体力			240						
11313210	体力			300						
11313211	体力			360						
11313212	体力			420						
11313213	体力			480						
11313214	体力			540						
11313215	体力			600						
11315101	攻击	40								
11315102	攻击	80								
11315103	攻击	120								
11315104	攻击	160								
11315105	攻击	200								
11315106	攻击	260								
11315107	攻击	320								
11315108	攻击	380								
11315109	攻击	440								
11315110	攻击	500								
11316101	防御		40							
11316102	防御		80							
11316103	防御		120							
11316104	防御		160							
11316105	防御		200							
11316106	防御		260							
11316107	防御		320							
11316108	防御		380							
11316109	防御		440							
11316110	防御		500							
11317101	敏捷				40					
11317102	敏捷				80					
11317103	敏捷				120					
11317104	敏捷				160					
11317105	敏捷				200					
11317106	敏捷				260					
11317107	敏捷				320					
11317108	敏捷				380					
11317109	敏捷				440					
11317110	敏捷				500					
11318101	防御		60							
11318102	防御		120							
11318103	防御		180							
11318104	防御		240							
11318105	防御		300							
11318106	防御		330							
11318107	防御		360							
11318108	防御		390							
11318109	防御		420							
11318110	防御		450							
11318111	防御		510							
11318112	防御		570							
11318113	防御		630							
11318114	防御		690							
11318115	防御		750							
11318206	体力			60						
11318207	体力			120						
11318208	体力			180						
11318209	体力			240						
11318210	体力			300						
11318211	体力			360						
11318212	体力			420						
11318213	体力			480						
11318214	体力			540						
11318215	体力			600						
11319101	体力			100						
11319102	体力			200						
11319103	体力			300						
11319104	体力			400						
11319105	体力			500						
11319106	体力			550						
11319107	体力			600						
11319108	体力			650						
11319109	体力			700						
11319110	体力			750						
11319111	体力			800						
11319112	体力			850						
11319113	体力			900						
11319114	体力			950						
11319115	体力			1000						
11319116	体力			1050						
11319117	体力			1100						
11319118	体力			1170						
11319119	体力			1240						
11319120	体力			1310						
11319121	体力			1440						
11319122	体力			1570						
11319123	体力			1700						
11319124	体力			1830						
11319125	体力			1960						
11319206	攻击	100								
11319207	攻击	200								
11319208	攻击	300								
11319209	攻击	400								
11319210	攻击	500								
11319211	攻击	550								
11319212	攻击	600								
11319213	攻击	650								
11319214	攻击	700								
11319215	攻击	750								
11319216	攻击	850								
11319217	攻击	900								
11319218	攻击	970								
11319219	攻击	1040								
11319220	攻击	1110								
11319221	攻击	1240								
11319222	攻击	1370								
11319223	攻击	1500								
11319224	攻击	1630								
11319225	攻击	1760								
11319311	敏捷				100					
11319312	敏捷				200					
11319313	敏捷				300					
11319314	敏捷				400					
11319315	敏捷				500					
11319316	敏捷				600					
11319317	敏捷				700					
11319318	敏捷				770					
11319319	敏捷				840					
11319320	敏捷				910					
11319321	敏捷				1040					
11319322	敏捷				1170					
11319323	敏捷				1300					
11319324	敏捷				1430					
11319325	敏捷				1560					
11320101	防御		100							
11320102	防御		200							
11320103	防御		300							
11320104	防御		400							
11320105	防御		500							
11320106	防御		550							
11320107	防御		600							
11320108	防御		650							
11320109	防御		700							
11320110	防御		750							
11320111	防御		800							
11320112	防御		850							
11320113	防御		900							
11320114	防御		950							
11320115	防御		1000							
11320116	防御		1050							
11320117	防御		1100							
11320118	防御		1170							
11320119	防御		1240							
11320120	防御		1310							
11320121	防御		1440							
11320122	防御		1570							
11320123	防御		1700							
11320124	防御		1830							
11320125	防御		1960							
11320206	体力			100						
11320207	体力			200						
11320208	体力			300						
11320209	体力			400						
11320210	体力			500						
11320211	体力			550						
11320212	体力			600						
11320213	体力			650						
11320214	体力			700						
11320215	体力			750						
11320216	体力			850						
11320217	体力			900						
11320218	体力			970						
11320219	体力			1040						
11320220	体力			1110						
11320221	体力			1240						
11320222	体力			1370						
11320223	体力			1500						
11320224	体力			1630						
11320225	体力			1760						
11320311	骑将							1500		
11320312	骑将							2000		
11320313	骑将							2500		
11320314	骑将							3000		
11320315	骑将							3500		
11320316	骑将							4000		
11320317	骑将							4500		
11320318	骑将							4700		
11320319	骑将							4900		
11320320	骑将							5100		
11320321	骑将							5300		
11320322	骑将							5500		
11320323	骑将							5700		
11320324	骑将							5900		
11320325	骑将							6100		
11321101	攻击	100								
11321102	攻击	200								
11321103	攻击	300								
11321104	攻击	400								
11321105	攻击	500								
11321106	攻击	550								
11321107	攻击	600								
11321108	攻击	650								
11321109	攻击	700								
11321110	攻击	750								
11321111	攻击	800								
11321112	攻击	850								
11321113	攻击	900								
11321114	攻击	950								
11321115	攻击	1000								
11321116	攻击	1050								
11321117	攻击	1100								
11321118	攻击	1170								
11321119	攻击	1240								
11321120	攻击	1310								
11321121	攻击	1440								
11321122	攻击	1570								
11321123	攻击	1700								
11321124	攻击	1830								
11321125	攻击	1960								
11321206	敏捷				100					
11321207	敏捷				200					
11321208	敏捷				300					
11321209	敏捷				400					
11321210	敏捷				500					
11321211	敏捷				550					
11321212	敏捷				600					
11321213	敏捷				650					
11321214	敏捷				700					
11321215	敏捷				750					
11321216	敏捷				850					
11321217	敏捷				900					
11321218	敏捷				970					
11321219	敏捷				1040					
11321220	敏捷				1110					
11321221	敏捷				1240					
11321222	敏捷				1370					
11321223	敏捷				1500					
11321224	敏捷				1630					
11321225	敏捷				1760					
11321311	弓将						1500			
11321312	弓将						2000			
11321313	弓将						2500			
11321314	弓将						3000			
11321315	弓将						3500			
11321316	弓将						4000			
11321317	弓将						4500			
11321318	弓将						4700			
11321319	弓将						4900			
11321320	弓将						5100			
11321321	弓将						5300			
11321322	弓将						5500			
11321323	弓将						5700			
11321324	弓将						5900			
11321325	弓将						6100			
11322101	防御		100							
11322102	防御		200							
11322103	防御		300							
11322104	防御		400							
11322105	防御		500							
11322106	防御		550							
11322107	防御		600							
11322108	防御		650							
11322109	防御		700							
11322110	防御		750							
11322111	防御		800							
11322112	防御		850							
11322113	防御		900							
11322114	防御		950							
11322115	防御		1000							
11322116	防御		1050							
11322117	防御		1100							
11322118	防御		1170							
11322119	防御		1240							
11322120	防御		1310							
11322121	防御		1440							
11322122	防御		1570							
11322123	防御		1700							
11322124	防御		1830							
11322125	防御		1960							
11322206	体力			100						
11322207	体力			200						
11322208	体力			300						
11322209	体力			400						
11322210	体力			500						
11322211	体力			550						
11322212	体力			600						
11322213	体力			650						
11322214	体力			700						
11322215	体力			750						
11322216	体力			850						
11322217	体力			900						
11322218	体力			970						
11322219	体力			1040						
11322220	体力			1110						
11322221	体力			1240						
11322222	体力			1370						
11322223	体力			1500						
11322224	体力			1630						
11322225	体力			1760						
11322311	步将							1500		
11322312	步将							2000		
11322313	步将							2500		
11322314	步将							3000		
11322315	步将							3500		
11322316	步将							4000		
11322317	步将							4500		
11322318	步将							4700		
11322319	步将							4900		
11322320	步将							5100		
11322321	步将							5300		
11322322	步将							5500		
11322323	步将							5700		
11322324	步将							5900		
11322325	步将							6100		
11324101	敏捷				60					
11324102	敏捷				120					
11324103	敏捷				180					
11324104	敏捷				240					
11324105	敏捷				300					
11324106	敏捷				330					
11324107	敏捷				360					
11324108	敏捷				390					
11324109	敏捷				420					
11324110	敏捷				450					
11324111	敏捷				510					
11324112	敏捷				570					
11324113	敏捷				630					
11324114	敏捷				690					
11324115	敏捷				750					
11324206	攻击	60								
11324207	攻击	120								
11324208	攻击	180								
11324209	攻击	240								
11324210	攻击	300								
11324211	攻击	360								
11324212	攻击	420								
11324213	攻击	480								
11324214	攻击	540								
11324215	攻击	600								
11325101	防御		100							
11325102	防御		200							
11325103	防御		300							
11325104	防御		400							
11325105	防御		500							
11325106	防御		550							
11325107	防御		600							
11325108	防御		650							
11325109	防御		700							
11325110	防御		750							
11325111	防御		800							
11325112	防御		850							
11325113	防御		900							
11325114	防御		950							
11325115	防御		1000							
11325116	防御		1050							
11325117	防御		1100							
11325118	防御		1170							
11325119	防御		1240							
11325120	防御		1310							
11325121	防御		1440							
11325122	防御		1570							
11325123	防御		1700							
11325124	防御		1830							
11325125	防御		1960							
11325206	敏捷				100					
11325207	敏捷				200					
11325208	敏捷				300					
11325209	敏捷				400					
11325210	敏捷				500					
11325211	敏捷				550					
11325212	敏捷				600					
11325213	敏捷				650					
11325214	敏捷				700					
11325215	敏捷				750					
11325216	敏捷				850					
11325217	敏捷				900					
11325218	敏捷				970					
11325219	敏捷				1040					
11325220	敏捷				1110					
11325221	敏捷				1240					
11325222	敏捷				1370					
11325223	敏捷				1500					
11325224	敏捷				1630					
11325225	敏捷				1760					
11325311	车将							1500		
11325312	车将							2000		
11325313	车将							2500		
11325314	车将							3000		
11325315	车将							3500		
11325316	车将							4000		
11325317	车将							4500		
11325318	车将							4700		
11325319	车将							4900		
11325320	车将							5100		
11325321	车将							5300		
11325322	车将							5500		
11325323	车将							5700		
11325324	车将							5900		
11325325	车将							6100		
11326101	体力			60						
11326102	体力			120						
11326103	体力			180						
11326104	体力			240						
11326105	体力			300						
11326106	体力			330						
11326107	体力			360						
11326108	体力			390						
11326109	体力			420						
11326110	体力			450						
11326111	体力			510						
11326112	体力			570						
11326113	体力			630						
11326114	体力			690						
11326115	体力			750						
11326206	攻击	60								
11326207	攻击	120								
11326208	攻击	180								
11326209	攻击	240								
11326210	攻击	300								
11326211	攻击	360								
11326212	攻击	420								
11326213	攻击	480								
11326214	攻击	540								
11326215	攻击	600								
11329101	攻击	100								
11329102	攻击	200								
11329103	攻击	300								
11329104	攻击	400								
11329105	攻击	500								
11329106	攻击	550								
11329107	攻击	600								
11329108	攻击	650								
11329109	攻击	700								
11329110	攻击	750								
11329111	攻击	800								
11329112	攻击	850								
11329113	攻击	900								
11329114	攻击	950								
11329115	攻击	1000								
11329116	攻击	1050								
11329117	攻击	1100								
11329118	攻击	1170								
11329119	攻击	1240								
11329120	攻击	1310								
11329121	攻击	1440								
11329122	攻击	1570								
11329123	攻击	1700								
11329124	攻击	1830								
11329125	攻击	1960								
11329206	敏捷				100					
11329207	敏捷				200					
11329208	敏捷				300					
11329209	敏捷				400					
11329210	敏捷				500					
11329211	敏捷				550					
11329212	敏捷				600					
11329213	敏捷				650					
11329214	敏捷				700					
11329215	敏捷				750					
11329216	敏捷				850					
11329217	敏捷				900					
11329218	敏捷				970					
11329219	敏捷				1040					
11329220	敏捷				1110					
11329221	敏捷				1240					
11329222	敏捷				1370					
11329223	敏捷				1500					
11329224	敏捷				1630					
11329225	敏捷				1760					
11329311	体力			100						
11329312	体力			200						
11329313	体力			300						
11329314	体力			400						
11329315	体力			500						
11329316	体力			600						
11329317	体力			700						
11329318	体力			770						
11329319	体力			840						
11329320	体力			910						
11329321	体力			1040						
11329322	体力			1170						
11329323	体力			1300						
11329324	体力			1430						
11329325	体力			1560						
11330101	敏捷				60					
11330102	敏捷				120					
11330103	敏捷				180					
11330104	敏捷				240					
11330105	敏捷				300					
11330106	敏捷				330					
11330107	敏捷				360					
11330108	敏捷				390					
11330109	敏捷				420					
11330110	敏捷				450					
11330111	敏捷				510					
11330112	敏捷				570					
11330113	敏捷				630					
11330114	敏捷				690					
11330115	敏捷				750					
11330206	防御		60							
11330207	防御		120							
11330208	防御		180							
11330209	防御		240							
11330210	防御		300							
11330211	防御		360							
11330212	防御		420							
11330213	防御		480							
11330214	防御		540							
11330215	防御		600							
11331101	防御		100							
11331102	防御		200							
11331103	防御		300							
11331104	防御		400							
11331105	防御		500							
11331106	防御		550							
11331107	防御		600							
11331108	防御		650							
11331109	防御		700							
11331110	防御		750							
11331111	防御		800							
11331112	防御		850							
11331113	防御		900							
11331114	防御		950							
11331115	防御		1000							
11331116	防御		1050							
11331117	防御		1100							
11331118	防御		1170							
11331119	防御		1240							
11331120	防御		1310							
11331121	防御		1440							
11331122	防御		1570							
11331123	防御		1700							
11331124	防御		1830							
11331125	防御		1960							
11331206	体力			100						
11331207	体力			200						
11331208	体力			300						
11331209	体力			400						
11331210	体力			500						
11331211	体力			550						
11331212	体力			600						
11331213	体力			650						
11331214	体力			700						
11331215	体力			750						
11331216	体力			850						
11331217	体力			900						
11331218	体力			970						
11331219	体力			1040						
11331220	体力			1110						
11331221	体力			1240						
11331222	体力			1370						
11331223	体力			1500						
11331224	体力			1630						
11331225	体力			1760						
11331311	敏捷				100					
11331312	敏捷				200					
11331313	敏捷				300					
11331314	敏捷				400					
11331315	敏捷				500					
11331316	敏捷				600					
11331317	敏捷				700					
11331318	敏捷				770					
11331319	敏捷				840					
11331320	敏捷				910					
11331321	敏捷				1040					
11331322	敏捷				1170					
11331323	敏捷				1300					
11331324	敏捷				1430					
11331325	敏捷				1560					
11332101	攻击	100								
11332102	攻击	200								
11332103	攻击	300								
11332104	攻击	400								
11332105	攻击	500								
11332106	攻击	550								
11332107	攻击	600								
11332108	攻击	650								
11332109	攻击	700								
11332110	攻击	750								
11332111	攻击	800								
11332112	攻击	850								
11332113	攻击	900								
11332114	攻击	950								
11332115	攻击	1000								
11332116	攻击	1050								
11332117	攻击	1100								
11332118	攻击	1170								
11332119	攻击	1240								
11332120	攻击	1310								
11332121	攻击	1440								
11332122	攻击	1570								
11332123	攻击	1700								
11332124	攻击	1830								
11332125	攻击	1960								
11332206	体力			100						
11332207	体力			200						
11332208	体力			300						
11332209	体力			400						
11332210	体力			500						
11332211	体力			550						
11332212	体力			600						
11332213	体力			650						
11332214	体力			700						
11332215	体力			750						
11332216	体力			850						
11332217	体力			900						
11332218	体力			970						
11332219	体力			1040						
11332220	体力			1110						
11332221	体力			1240						
11332222	体力			1370						
11332223	体力			1500						
11332224	体力			1630						
11332225	体力			1760						
11332311	敏捷				100					
11332312	敏捷				200					
11332313	敏捷				300					
11332314	敏捷				400					
11332315	敏捷				500					
11332316	敏捷				600					
11332317	敏捷				700					
11332318	敏捷				770					
11332319	敏捷				840					
11332320	敏捷				910					
11332321	敏捷				1040					
11332322	敏捷				1170					
11332323	敏捷				1300					
11332324	敏捷				1430					
11332325	敏捷				1560					
11333101	防御		100							
11333102	防御		200							
11333103	防御		300							
11333104	防御		400							
11333105	防御		500							
11333106	防御		550							
11333107	防御		600							
11333108	防御		650							
11333109	防御		700							
11333110	防御		750							
11333111	防御		800							
11333112	防御		850							
11333113	防御		900							
11333114	防御		950							
11333115	防御		1000							
11333116	防御		1050							
11333117	防御		1100							
11333118	防御		1170							
11333119	防御		1240							
11333120	防御		1310							
11333121	防御		1440							
11333122	防御		1570							
11333123	防御		1700							
11333124	防御		1830							
11333125	防御		1960							
11333206	敏捷				100					
11333207	敏捷				200					
11333208	敏捷				300					
11333209	敏捷				400					
11333210	敏捷				500					
11333211	敏捷				550					
11333212	敏捷				600					
11333213	敏捷				650					
11333214	敏捷				700					
11333215	敏捷				750					
11333216	敏捷				850					
11333217	敏捷				900					
11333218	敏捷				970					
11333219	敏捷				1040					
11333220	敏捷				1110					
11333221	敏捷				1240					
11333222	敏捷				1370					
11333223	敏捷				1500					
11333224	敏捷				1630					
11333225	敏捷				1760					
11333311	骑将							1500		
11333312	骑将							2000		
11333313	骑将							2500		
11333314	骑将							3000		
11333315	骑将							3500		
11333316	骑将							4000		
11333317	骑将							4500		
11333318	骑将							4700		
11333319	骑将							4900		
11333320	骑将							5100		
11333321	骑将							5300		
11333322	骑将							5500		
11333323	骑将							5700		
11333324	骑将							5900		
11333325	骑将							6100		
11334101	防御		100							
11334102	防御		200							
11334103	防御		300							
11334104	防御		400							
11334105	防御		500							
11334106	防御		550							
11334107	防御		600							
11334108	防御		650							
11334109	防御		700							
11334110	防御		750							
11334111	防御		800							
11334112	防御		850							
11334113	防御		900							
11334114	防御		950							
11334115	防御		1000							
11334116	防御		1050							
11334117	防御		1100							
11334118	防御		1170							
11334119	防御		1240							
11334120	防御		1310							
11334121	防御		1440							
11334122	防御		1570							
11334123	防御		1700							
11334124	防御		1830							
11334125	防御		1960							
11334206	体力			100						
11334207	体力			200						
11334208	体力			300						
11334209	体力			400						
11334210	体力			500						
11334211	体力			550						
11334212	体力			600						
11334213	体力			650						
11334214	体力			700						
11334215	体力			750						
11334216	体力			850						
11334217	体力			900						
11334218	体力			970						
11334219	体力			1040						
11334220	体力			1110						
11334221	体力			1240						
11334222	体力			1370						
11334223	体力			1500						
11334224	体力			1630						
11334225	体力			1760						
11334311	车将							1500		
11334312	车将							2000		
11334313	车将							2500		
11334314	车将							3000		
11334315	车将							3500		
11334316	车将							4000		
11334317	车将							4500		
11334318	车将							4700		
11334319	车将							4900		
11334320	车将							5100		
11334321	车将							5300		
11334322	车将							5500		
11334323	车将							5700		
11334324	车将							5900		
11334325	车将							6100		
11336101	体力			100						
11336102	体力			200						
11336103	体力			300						
11336104	体力			400						
11336105	体力			500						
11336106	体力			550						
11336107	体力			600						
11336108	体力			650						
11336109	体力			700						
11336110	体力			750						
11336111	体力			800						
11336112	体力			850						
11336113	体力			900						
11336114	体力			950						
11336115	体力			1000						
11336116	体力			1050						
11336117	体力			1100						
11336118	体力			1170						
11336119	体力			1240						
11336120	体力			1310						
11336121	体力			1440						
11336122	体力			1570						
11336123	体力			1700						
11336124	体力			1830						
11336125	体力			1960						
11336206	防御		100							
11336207	防御		200							
11336208	防御		300							
11336209	防御		400							
11336210	防御		500							
11336211	防御		550							
11336212	防御		600							
11336213	防御		650							
11336214	防御		700							
11336215	防御		750							
11336216	防御		850							
11336217	防御		900							
11336218	防御		970							
11336219	防御		1040							
11336220	防御		1110							
11336221	防御		1240							
11336222	防御		1370							
11336223	防御		1500							
11336224	防御		1630							
11336225	防御		1760							
11336311	敏捷				100					
11336312	敏捷				200					
11336313	敏捷				300					
11336314	敏捷				400					
11336315	敏捷				500					
11336316	敏捷				600					
11336317	敏捷				700					
11336318	敏捷				770					
11336319	敏捷				840					
11336320	敏捷				910					
11336321	敏捷				1040					
11336322	敏捷				1170					
11336323	敏捷				1300					
11336324	敏捷				1430					
11336325	敏捷				1560					
11327101	敏捷				100					
11327102	敏捷				200					
11327103	敏捷				300					
11327104	敏捷				400					
11327105	敏捷				500					
11327106	敏捷				550					
11327107	敏捷				600					
11327108	敏捷				650					
11327109	敏捷				700					
11327110	敏捷				750					
11327111	敏捷				800					
11327112	敏捷				850					
11327113	敏捷				900					
11327114	敏捷				950					
11327115	敏捷				1000					
11327116	敏捷				1050					
11327117	敏捷				1100					
11327118	敏捷				1170					
11327119	敏捷				1240					
11327120	敏捷				1310					
11327121	敏捷				1440					
11327122	敏捷				1570					
11327123	敏捷				1700					
11327124	敏捷				1830					
11327125	敏捷				1960					
11327206	防御		100							
11327207	防御		200							
11327208	防御		300							
11327209	防御		400							
11327210	防御		500							
11327211	防御		550							
11327212	防御		600							
11327213	防御		650							
11327214	防御		700							
11327215	防御		750							
11327216	防御		850							
11327217	防御		900							
11327218	防御		970							
11327219	防御		1040							
11327220	防御		1110							
11327221	防御		1240							
11327222	防御		1370							
11327223	防御		1500							
11327224	防御		1630							
11327225	防御		1760							
11327311	体力			100						
11327312	体力			200						
11327313	体力			300						
11327314	体力			400						
11327315	体力			500						
11327316	体力			600						
11327317	体力			700						
11327318	体力			770						
11327319	体力			840						
11327320	体力			910						
11327321	体力			1040						
11327322	体力			1170						
11327323	体力			1300						
11327324	体力			1430						
11327325	体力			1560						
11323101	攻击	100								
11323102	攻击	200								
11323103	攻击	300								
11323104	攻击	400								
11323105	攻击	500								
11323106	攻击	550								
11323107	攻击	600								
11323108	攻击	650								
11323109	攻击	700								
11323110	攻击	750								
11323111	攻击	800								
11323112	攻击	850								
11323113	攻击	900								
11323114	攻击	950								
11323115	攻击	1000								
11323116	攻击	1050								
11323117	攻击	1100								
11323118	攻击	1170								
11323119	攻击	1240								
11323120	攻击	1310								
11323121	攻击	1440								
11323122	攻击	1570								
11323123	攻击	1700								
11323124	攻击	1830								
11323125	攻击	1960								
11323206	敏捷				100					
11323207	敏捷				200					
11323208	敏捷				300					
11323209	敏捷				400					
11323210	敏捷				500					
11323211	敏捷				550					
11323212	敏捷				600					
11323213	敏捷				650					
11323214	敏捷				700					
11323215	敏捷				750					
11323216	敏捷				850					
11323217	敏捷				900					
11323218	敏捷				970					
11323219	敏捷				1040					
11323220	敏捷				1110					
11323221	敏捷				1240					
11323222	敏捷				1370					
11323223	敏捷				1500					
11323224	敏捷				1630					
11323225	敏捷				1760					
11323311	器将						1500			
11323312	器将						2000			
11323313	器将						2500			
11323314	器将						3000			
11323315	器将						3500			
11323316	器将						4000			
11323317	器将						4500			
11323318	器将						4700			
11323319	器将						4900			
11323320	器将						5100			
11323321	器将						5300			
11323322	器将						5500			
11323323	器将						5700			
11323324	器将						5900			
11323325	器将						6100			
11328101	敏捷				100					
11328102	敏捷				200					
11328103	敏捷				300					
11328104	敏捷				400					
11328105	敏捷				500					
11328106	敏捷				550					
11328107	敏捷				600					
11328108	敏捷				650					
11328109	敏捷				700					
11328110	敏捷				750					
11328111	敏捷				800					
11328112	敏捷				850					
11328113	敏捷				900					
11328114	敏捷				950					
11328115	敏捷				1000					
11328116	敏捷				1050					
11328117	敏捷				1100					
11328118	敏捷				1170					
11328119	敏捷				1240					
11328120	敏捷				1310					
11328121	敏捷				1440					
11328122	敏捷				1570					
11328123	敏捷				1700					
11328124	敏捷				1830					
11328125	敏捷				1960					
11328206	攻击	100								
11328207	攻击	200								
11328208	攻击	300								
11328209	攻击	400								
11328210	攻击	500								
11328211	攻击	550								
11328212	攻击	600								
11328213	攻击	650								
11328214	攻击	700								
11328215	攻击	750								
11328216	攻击	850								
11328217	攻击	900								
11328218	攻击	970								
11328219	攻击	1040								
11328220	攻击	1110								
11328221	攻击	1240								
11328222	攻击	1370								
11328223	攻击	1500								
11328224	攻击	1630								
11328225	攻击	1760								
11328311	体力			100						
11328312	体力			200						
11328313	体力			300						
11328314	体力			400						
11328315	体力			500						
11328316	体力			600						
11328317	体力			700						
11328318	体力			770						
11328319	体力			840						
11328320	体力			910						
11328321	体力			1040						
11328322	体力			1170						
11328323	体力			1300						
11328324	体力			1430						
11328325	体力			1560						
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
12501001	校尉					300				
12501002	裨将军					450				
12501003	偏将军					600				
12501004	牙门将军					800				
12501005	中郎将军					1200				
12501006	司马					1600				
12501007	车骑将军					2000				
12501008	前将军					2500				
12501009	后将军					3000				
12501010	左将军					3500				
12501011	右将军					4000				
12501012	大将军					4500				
										
124011011	匈奴1	357	179	298	357					
124011012	匈奴2	179	357	417	238					
124011013	匈奴3	357	179	298	357					
124011014	匈奴4	179	357	417	238					
124011015	匈奴5	179	357	417	238					
124011021	匈奴6	179	357	238	417					
124011022	匈奴7	357	179	298	357					
124011023	匈奴8	179	357	238	417					
124011024	匈奴9	179	357	417	238					
124011025	匈奴10	179	357	238	417					
124011031	匈奴11	238	417	238	298					
124011032	匈奴12	179	357	238	417					
124011033	匈奴13	417	238	357	179					
124011034	匈奴14	179	357	417	238					
124011035	匈奴15	357	179	298	357					
124011041	匈奴16	417	238	357	179					
124011042	匈奴17	417	238	357	179					
124011043	匈奴18	357	179	298	357					
124011044	匈奴19	179	357	417	238					
124011045	匈奴20	417	238	357	179					
124011051	匈奴21	179	357	417	238					
124011052	匈奴22	238	417	238	298					
124011053	匈奴23	179	357	238	417					
124011054	匈奴24	357	179	298	357					
124011055	匈奴25	179	357	417	238					
124011061	匈奴26	238	417	238	298					
124011062	匈奴27	238	417	238	298					
124011063	匈奴28	179	357	417	238					
124011064	匈奴29	238	417	238	298					
124011065	匈奴30	417	238	357	179					
124011071	匈奴31	196	393	262	458					
124011072	匈奴32	262	458	262	327					
124011073	匈奴33	458	262	393	196					
124011074	匈奴34	458	262	393	196					
124011075	匈奴35	196	393	458	262					
124011081	匈奴36	458	262	393	196					
124011082	匈奴37	458	262	393	196					
124011083	匈奴38	262	458	262	327					
124011084	匈奴39	458	262	393	196					
124011085	匈奴40	393	196	327	393					
124011091	匈奴41	262	458	262	327					
124011092	匈奴42	458	262	393	196					
124011093	匈奴43	458	262	393	196					
124011094	匈奴44	458	262	393	196					
124011095	匈奴45	262	458	262	327					
124011101	匈奴46	428	214	357	428					
124011102	匈奴47	428	214	357	428					
124011103	匈奴48	214	428	286	500					
124011104	匈奴49	500	286	428	214					
124011105	匈奴50	428	214	357	428					
124012011	匈奴51	196	393	262	458					
124012012	匈奴52	393	196	327	393					
