怪物武将id	武将	武将星数	无名武将	解锁技能个数	品质，1-WHITE=白色2-GREEN = 绿色3-BLUE =蓝色 4-PURPLE =紫色5-ORANGE=橙色6-RED=红色	士兵数	战斗力	士气	武将等级	士兵等级	总属性（关联属性表sprite_stat）	单兵血量		能否触发克制技		怪物位置		转生等级	是否是援军					
9010307		1	9010307	2	3	796	866	1	25	2	9010307	1770		1	10		2							
9020307		1	9020307	2	3	796	866	1	25	2	9020307	1180		1	7		1							
9030307		1	9030307	2	3	796	866	1	25	2	9030307	1180		1	6		2							
9040307		1	9040307	2	3	796	866	1	25	2	9040307	1180		1	6		1							
9050307		1	9050307	2	3	796	866	1	25	2	9050307	1180		1	7		1							
9010308		1	9010308	2	3	840	904	1	26	2	9010308	1830		1	10		2							
9020308		1	9020308	2	3	840	904	1	26	2	9020308	1220		1	6		2							
9030308		1	9030308	2	3	840	904	1	26	2	9030308	1830		1	10		2							
9040308		1	9040308	2	3	840	904	1	26	2	9040308	1220		1	7		0							
9050308		1	9050308	2	3	840	904	1	26	2	9050308	1525		1	8		0							
9010309		1	9010309	2	3	885	945	1	27	2	9010309	1160		1	6		2							
9020309		1	9020309	2	3	885	945	1	27	2	9020309	1450		1	8		0							
9030309		1	9030309	2	3	885	945	1	27	2	9030309	2030		1	9		2							
9040309		1	9040309	2	3	885	945	1	27	2	9040309	1740		1	10		2							
9050309		1	9050309	2	3	885	945	1	27	2	9050309	2030		1	9		0							
9010401		1	9010401	2	3	840	897	1	28	2	9010401	2095		1	10		0							
9020401		1	9020401	2	3	840	897	1	28	2	9020401	2445		1	9		1							
9030401		1	9030401	2	3	840	897	1	28	2	9030401	2445		1	9		1							
9040401		1	9040401	2	3	840	897	1	28	2	9040401	2445		1	9		0							
9050401		1	9050401	2	3	840	897	1	28	2	9050401	1395		1	6		0							
9010402		1	9010402	2	3	884	932	1	29	2	9010402	1485		1	6		0							
9020402		1	9020402	2	3	884	932	1	29	2	9020402	1485		1	7		1							
9030402		1	9030402	2	3	884	932	1	29	2	9030402	1855		1	8		2							
9040402		1	9040402	2	3	884	932	1	29	2	9040402	2230		1	10		0							
9050402		1	9050402	2	3	884	932	1	29	2	9050402	1485		1	7		1							
9010403		1	9010403	2	3	927	966	1	30	2	9010403	2755		1	9		2							
9020403		1	9020403	2	3	927	966	1	30	2	9020403	1965		1	8		2							
9030403		1	9030403	2	3	927	966	1	30	2	9030403	2360		1	10		2							
9040403		1	9040403	2	3	927	966	1	30	2	9040403	2360		1	10		0							
9050403		1	9050403	2	3	927	966	1	30	2	9050403	1965		1	8		1							
9010404		1	9010404	2	3	970	1000	1	31	2	9010404	1660		1	6		2							
9020404		1	9020404	2	3	970	1000	1	31	2	9020404	2075		1	8		1							
9030404		1	9030404	2	3	970	1000	1	31	2	9030404	2905		1	9		0							
9040404		1	9040404	2	3	970	1000	1	31	2	9040404	2075		1	8		1							
9050404		1	9050404	2	3	970	1000	1	31	2	9050404	1660		1	7		1							
9010405		1	9010405	2	3	1013	1034	1	32	2	9010405	1750		1	7		2							
9020405		1	9020405	2	3	1013	1034	1	32	2	9020405	3060		1	9		2							
9030405		1	9030405	2	3	1013	1034	1	32	2	9030405	1750		1	6		2							
9040405		1	9040405	2	3	1013	1034	1	32	2	9040405	3060		1	9		1							
9050405		1	9050405	2	3	1013	1034	1	32	2	9050405	2185		1	8		0							
9010406		1	9010406	2	3	1056	1068	1	33	2	9010406	1835		1	7		2							
9020406		1	9020406	2	3	1056	1068	1	33	2	9020406	1835		1	7		1							
9030406		1	9030406	2	3	1056	1068	1	33	2	9030406	2755		1	10		2							
9040406		1	9040406	2	3	1056	1068	1	33	2	9040406	1835		1	7		2							
9050406		1	9050406	2	3	1056	1068	1	33	2	9050406	2755		1	10		2							
9010407		1	9010407	2	3	1099	1102	1	34	2	9010407	2890		1	10		0							
9020407		1	9020407	2	3	1099	1102	1	34	2	9020407	3370		1	9		2							
9030407		1	9030407	2	3	1099	1102	1	34	2	9030407	3370		1	9		2							
9040407		1	9040407	2	3	1099	1102	1	34	2	9040407	2405		1	8		2							
9050407		1	9050407	2	3	1099	1102	1	34	2	9050407	1925		1	7		0							
9010408		1	9010408	2	3	1142	1136	1	35	2	9010408	2015		1	6		1							
9020408		1	9020408	2	3	1142	1136	1	35	2	9020408	3525		1	9		1							
9030408		1	9030408	2	3	1142	1136	1	35	2	9030408	2015		1	6		0							
9040408		1	9040408	2	3	1142	1136	1	35	2	9040408	2015		1	6		1							
9050408		1	9050408	2	3	1142	1136	1	35	2	9050408	3525		1	9		2							
9010409		1	9010409	2	3	1185	1170	1	36	2	9010409	2390		1	8		1							
9020409		1	9020409	2	3	1185	1170	1	36	2	9020409	1910		1	6		1							
9030409		1	9030409	2	3	1185	1170	1	36	2	9030409	3345		1	9		2							
9040409		1	9040409	2	3	1185	1170	1	36	2	9040409	2390		1	8		1							
9050409		1	9050409	2	3	1185	1170	1	36	2	9050409	3345		1	9		0							
9010501		1	9010501	2	3	1125	1111	1	37	3	9010501	2735		1	13		2							
9020501		1	9020501	2	3	1125	1111	1	37	3	9020501	3280		1	15		0							
9030501		1	9030501	2	3	1125	1111	1	37	3	9030501	2735		1	13		2							
9040501		1	9040501	2	3	1125	1111	1	37	3	9040501	2185		1	12		1							
9050501		1	9050501	2	3	1125	1111	1	37	3	9050501	2185		1	11		2							
9010502		1	9010502	2	3	1286	1236	1	38	3	9010502	2840		1	13		2							
9020502		1	9020502	2	3	1286	1236	1	38	3	9020502	2270		1	11		1							
9030502		1	9030502	2	3	1286	1236	1	38	3	9030502	2270		1	12		0							
9040502		1	9040502	2	3	1286	1236	1	38	3	9040502	2270		1	11		0							
9050502		1	9050502	2	3	1286	1236	1	38	3	9050502	2840		1	13		2							
9010503		1	9010503	2	3	1333	1268	1	39	3	9010503	4125		1	14		0							
9020503		1	9020503	2	3	1333	1268	1	39	3	9020503	4125		1	14		2							
9030503		1	9030503	2	3	1333	1268	1	39	3	9030503	2355		1	11		1							
9040503		1	9040503	2	3	1333	1268	1	39	3	9040503	2945		1	13		2							
9050503		1	9050503	2	3	1333	1268	1	39	3	9050503	2355		1	11		2							
9010504		1	9010504	2	3	1380	1300	1	40	3	9010504	3050		1	13		1							
9020504		1	9020504	2	3	1380	1300	1	40	3	9020504	2440		1	12		0							
9030504		1	9030504	2	3	1380	1300	1	40	3	9030504	4270		1	14		1							
9040504		1	9040504	2	3	1380	1300	1	40	3	9040504	2440		1	12		1							
9050504		1	9050504	2	3	1380	1300	1	40	3	9050504	3050		1	13		0							
9010505		1	9010505	2	3	1427	1332	1	41	3	9010505	2525		1	11		2							
9020505		1	9020505	2	3	1427	1332	1	41	3	9020505	3790		1	15		1							
9030505		1	9030505	2	3	1427	1332	1	41	3	9030505	2525		1	11		1							
9040505		1	9040505	2	3	1427	1332	1	41	3	9040505	2525		1	11		2							
9050505		1	9050505	2	3	1427	1332	1	41	3	9050505	3790		1	15		1							
9010506		1	9010506	2	3	1474	1364	1	42	3	9010506	3915		1	15		1							
9020506		1	9020506	2	3	1474	1364	1	42	3	9020506	3265		1	13		0							
9030506		1	9030506	2	3	1474	1364	1	42	3	9030506	3915		1	15		2							
9040506		1	9040506	2	3	1474	1364	1	42	3	9040506	3915		1	15		2							
9050506		1	9050506	2	3	1474	1364	1	42	3	9050506	2610		1	12		0							
9010507		1	9010507	2	3	1521	1396	1	43	3	9010507	2695		1	12		2							
9020507		1	9020507	2	3	1521	1396	1	43	3	9020507	2695		1	12		1							
9030507		1	9030507	2	3	1521	1396	1	43	3	9030507	2695		1	12		0							
9040507		1	9040507	2	3	1521	1396	1	43	3	9040507	4720		1	14		1							
9050507		1	9050507	2	3	1521	1396	1	43	3	9050507	3370		1	13		1							
9010508		1	9010508	2	3	1568	1428	1	44	3	9010508	4865		1	14		1							
9020508		1	9020508	2	3	1568	1428	1	44	3	9020508	2780		1	12		2							
9030508		1	9030508	2	3	1568	1428	1	44	3	9030508	4170		1	15		1							
9040508		1	9040508	2	3	1568	1428	1	44	3	9040508	4865		1	14		1							
9050508		1	9050508	2	3	1568	1428	1	44	3	9050508	2780		1	11		0							
9010509		1	9010509	2	3	1615	1460	1	45	3	9010509	4620		1	14		1							
9020509		1	9020509	2	3	1615	1460	1	45	3	9020509	3300		1	13		0							
9030509		1	9030509	2	3	1615	1460	1	45	3	9030509	3960		1	15		2							
9040509		1	9040509	2	3	1615	1460	1	45	3	9040509	3300		1	13		0							
9050509		1	9050509	2	3	1615	1460	1	45	3	9050509	4620		1	14		1							
9010601		1	9010601	2	3	1534	1387	1	46	3	9010601	4565		1	15		1							
9020601		1	9020601	2	3	1534	1387	1	46	3	9020601	3045		1	11		0							
9030601		1	9030601	2	3	1534	1387	1	46	3	9030601	3805		1	13		1							
9040601		1	9040601	2	3	1534	1387	1	46	3	9040601	3045		1	12		2							
9050601		1	9050601	2	3	1534	1387	1	46	3	9050601	4565		1	15		1							
9010602		1	9010602	2	3	1759	1510	1	47	3	9010602	5555		1	14		1							
9020602		1	9020602	2	3	1759	1510	1	47	3	9020602	5555		1	14		0							
9030602		1	9030602	2	3	1759	1510	1	47	3	9030602	5555		1	14		0							
9040602		1	9040602	2	3	1759	1510	1	47	3	9040602	5555		1	14		0							
9050602		1	9050602	2	3	1759	1510	1	47	3	9050602	5555		1	14		1							
9010603		1	9010603	2	3	1827	1535	1	48	3	9010603	4960		1	15		1							
9020603		1	9020603	2	3	1827	1535	1	48	3	9020603	4135		1	13		0							
9030603		1	9030603	2	3	1827	1535	1	48	3	9030603	3305		1	12		0							
9040603		1	9040603	2	3	1827	1535	1	48	3	9040603	3305		1	11		2							
9050603		1	9050603	2	3	1827	1535	1	48	3	9050603	3305		1	11		2							
9010604		1	9010604	2	3	1895	1560	1	49	3	9010604	5155		1	15		0							
9020604		1	9020604	2	3	1895	1560	1	49	3	9020604	3440		1	12		1							
9030604		1	9030604	2	3	1895	1560	1	49	3	9030604	3440		1	11		0							
9040604		1	9040604	2	3	1895	1560	1	49	3	9040604	4295		1	13		2							
9050604		1	9050604	2	3	1895	1560	1	49	3	9050604	6015		1	14		2							
9010605		1	9010605	2	3	1963	1585	1	50	3	9010605	6245		1	14		1							
9020605		1	9020605	2	3	1963	1585	1	50	3	9020605	5355		1	15		0							
9030605		1	9030605	2	3	1963	1585	1	50	3	9030605	5355		1	15		2							
9040605		1	9040605	2	3	1963	1585	1	50	3	9040605	3570		1	12		1							
9050605		1	9050605	2	3	1963	1585	1	50	3	9050605	3570		1	11		1							
9010606		1	9010606	2	3	2031	1610	1	51	3	9010606	3700		1	12		0							
9020606		1	9020606	2	3	2031	1610	1	51	3	9020606	4625		1	13		0							
9030606		1	9030606	2	3	2031	1610	1	51	3	9030606	5550		1	15		2							
9040606		1	9040606	2	3	2031	1610	1	51	3	9040606	5550		1	15		2							
9050606		1	9050606	2	3	2031	1610	1	51	3	9050606	5550		1	15		1							
9010607		1	9010607	2	3	2099	1635	1	52	3	9010607	4790		1	13		0							
9020607		1	9020607	2	3	2099	1635	1	52	3	9020607	6705		1	14		2							
9030607		1	9030607	2	3	2099	1635	1	52	3	9030607	4790		1	13		0							
9040607		1	9040607	2	3	2099	1635	1	52	3	9040607	6705		1	14		0							
9050607		1	9050607	2	3	2099	1635	1	52	3	9050607	6705		1	14		0							
9010608		1	9010608	2	3	2167	1660	1	53	3	9010608	3960		1	12		2							
9020608		1	9020608	2	3	2167	1660	1	53	3	9020608	4950		1	13		0							
9030608		1	9030608	2	3	2167	1660	1	53	3	9030608	3960		1	12		1							
9040608		1	9040608	2	3	2167	1660	1	53	3	9040608	6935		1	14		1							
9050608		1	9050608	2	3	2167	1660	1	53	3	9050608	3960		1	12		2							
9010609		1	9010609	2	3	2235	1685	1	54	3	9010609	4705		1	11		0							
9020609		1	9020609	2	3	2235	1685	1	54	3	9020609	6585		1	12		0							
9030609		1	9030609	2	3	2235	1685	1	54	3	9030609	4705		1	15		1							
9040609		1	9040609	2	3	2235	1685	1	54	3	9040609	6585		1	14		2							
9050609		1	9050609	2	3	2235	1685	1	54	3	9050609	6585		1	13		1							
9010701		1	9010701	2	4	2123	1600	1	55	4	9010701	4225		1	20		2							
9020701		1	9020701	2	4	2123	1600	1	55	4	9020701	5280		1	20		0							
9030701		1	9030701	2	4	2123	1600	1	55	4	9030701	4225		1	18		1							
9040701		1	9040701	2	4	2123	1600	1	55	4	9040701	7390		1	19		2							
9050701		1	9050701	2	4	2123	1600	1	55	4	9050701	4225		1	20		2							
9010702		1	9010702	2	4	2351	1748	1	56	4	9010702	4350		1	19		2							
9020702		1	9020702	2	4	2351	1748	1	56	4	9020702	4350		1	16		1							
9030702		1	9030702	2	4	2351	1748	1	56	4	9030702	6530		1	17		0							
9040702		1	9040702	2	4	2351	1748	1	56	4	9040702	7615		1	18		2							
9050702		1	9050702	2	4	2351	1748	1	56	4	9050702	5440		1	19		1							
9010703		1	9010703	2	4	2409	1779	1	57	4	9010703	6720		1	16		0							
9020703		1	9020703	2	4	2409	1779	1	57	4	9020703	6720		1	16		2							
9030703		1	9030703	2	4	2409	1779	1	57	4	9030703	5600		1	19		0							
9040703		1	9040703	2	4	2409	1779	1	57	4	9040703	7840		1	16		0							
9050703		1	9050703	2	4	2409	1779	1	57	4	9050703	6720		1	20		2							
9010704		1	9010704	2	4	2467	1810	1	58	4	9010704	8065		1	17		0							
9020704		1	9020704	2	4	2467	1810	1	58	4	9020704	4610		1	16		1							
9030704		1	9030704	2	4	2467	1810	1	58	4	9030704	4610		1	20		2							
9040704		1	9040704	2	4	2467	1810	1	58	4	9040704	5760		1	20		0							
9050704		1	9050704	2	4	2467	1810	1	58	4	9050704	8065		1	19		2							
9010705		1	9010705	2	4	2525	1841	1	59	4	9010705	4735		1	20		1							
9020705		1	9020705	2	4	2525	1841	1	59	4	9020705	4735		1	20		2							
9030705		1	9030705	2	4	2525	1841	1	59	4	9030705	8290		1	16		0							
9040705		1	9040705	2	4	2525	1841	1	59	4	9040705	4735		1	20		2							
9050705		1	9050705	2	4	2525	1841	1	59	4	9050705	7105		1	18		0							
9010706		1	9010706	2	4	2583	1872	1	60	4	9010706	4865		1	16		0							
9020706		1	9020706	2	4	2583	1872	1	60	4	9020706	4865		1	20		0							
9030706		1	9030706	2	4	2583	1872	1	60	4	9030706	7295		1	20		0							
9040706		1	9040706	2	4	2583	1872	1	60	4	9040706	7295		1	20		2							
9050706		1	9050706	2	4	2583	1872	1	60	4	9050706	8510		1	16		2							
9010707		1	9010707	2	4	2641	1903	1	61	4	9010707	7490		1	18		0							
9020707		1	9020707	2	4	2641	1903	1	61	4	9020707	7490		1	18		2							
9030707		1	9030707	2	4	2641	1903	1	61	4	9030707	4990		1	17		1							
9040707		1	9040707	2	4	2641	1903	1	61	4	9040707	7490		1	20		1							
9050707		1	9050707	2	4	2641	1903	1	61	4	9050707	6240		1	18		1							
9010708		1	9010708	2	4	2699	1934	1	62	4	9010708	5120		1	17		1							
9020708		1	9020708	2	4	2699	1934	1	62	4	9020708	7680		1	18		0							
9030708		1	9030708	2	4	2699	1934	1	62	4	9030708	7680		1	19		0							
9040708		1	9040708	2	4	2699	1934	1	62	4	9040708	7680		1	16		1							
9050708		1	9050708	2	4	2699	1934	1	62	4	9050708	5120		1	16		2							
9010709		1	9010709	2	4	2757	1965	1	63	4	9010709	6080		1	19		0							
9020709		1	9020709	2	4	2757	1965	1	63	4	9020709	6080		1	18		2							
9030709		1	9030709	2	4	2757	1965	1	63	4	9030709	4865		1	16		0							
9040709		1	9040709	2	4	2757	1965	1	63	4	9040709	7295		1	16		0							
9050709		1	9050709	2	4	2757	1965	1	63	4	9050709	6080		1	20		1							
9010801		1	9010801	2	4	2619	1866	1	64	4	9010801	5410		1	16		2							
9020801		1	9020801	2	4	2619	1866	1	64	4	9020801	6765		1	16		2							
9030801		1	9030801	2	4	2619	1866	1	64	4	9030801	9470		1	20		2							
9040801		1	9040801	2	4	2619	1866	1	64	4	9040801	5410		1	19		2							
9050801		1	9050801	2	4	2619	1866	1	64	4	9050801	5410		1	17		0							
9010802		1	9010802	2	4	2874	2005	1	65	4	9010802	9725		1	17		2							
9020802		1	9020802	2	4	2874	2005	1	65	4	9020802	6945		1	19		2							
9030802		1	9030802	2	4	2874	2005	1	65	4	9030802	5555		1	17		2							
9040802		1	9040802	2	4	2874	2005	1	65	4	9040802	5555		1	18		2							
9050802		1	9050802	2	4	2874	2005	1	65	4	9050802	8335		1	18		2							
9010803		1	9010803	2	4	2932	2025	1	66	4	9010803	5700		1	20		0							
9020803		1	9020803	2	4	2932	2025	1	66	4	9020803	5700		1	20		1							
9030803		1	9030803	2	4	2932	2025	1	66	4	9030803	8550		1	17		2							
9040803		1	9040803	2	4	2932	2025	1	66	4	9040803	9975		1	20		0							
9050803		1	9050803	2	4	2932	2025	1	66	4	9050803	5700		1	19		1							
9010804		1	9010804	2	4	2990	2045	1	67	4	9010804	5845		1	16		0							
9020804		1	9020804	2	4	2990	2045	1	67	4	9020804	10225		1	19		0							
9030804		1	9030804	2	4	2990	2045	1	67	4	9030804	5845		1	19		0							
9040804		1	9040804	2	4	2990	2045	1	67	4	9040804	7305		1	20		1							
9050804		1	9050804	2	4	2990	2045	1	67	4	9050804	7305		1	17		2							
9010805		1	9010805	2	4	3048	2065	1	68	4	9010805	8980		1	17		1							
9020805		1	9020805	2	4	3048	2065	1	68	4	9020805	8980		1	18		1							
9030805		1	9030805	2	4	3048	2065	1	68	4	9030805	5990		1	19		2							
9040805		1	9040805	2	4	3048	2065	1	68	4	9040805	8980		1	16		2							
9050805		1	9050805	2	4	3048	2065	1	68	4	9050805	10480		1	20		2							
9010806		1	9010806	2	4	3106	2085	1	69	4	9010806	6130		1	20		2							
9020806		1	9020806	2	4	3106	2085	1	69	4	9020806	10730		1	18		0							
9030806		1	9030806	2	4	3106	2085	1	69	4	9030806	10730		1	18		2							
9040806		1	9040806	2	4	3106	2085	1	69	4	9040806	9200		1	18		2							
9050806		1	9050806	2	4	3106	2085	1	69	4	9050806	6130		1	17		2							
9010807		1	9010807	2	4	3164	2105	1	70	4	9010807	6275		1	16		2							
9020807		1	9020807	2	4	3164	2105	1	70	4	9020807	7845		1	17		0							
9030807		1	9030807	2	4	3164	2105	1	70	4	9030807	10985		1	20		2							
9040807		1	9040807	2	4	3164	2105	1	70	4	9040807	6275		1	18		2							
9050807		1	9050807	2	4	3164	2105	1	70	4	9050807	9415		1	20		0							
9010808		1	9010808	2	4	3222	2125	1	71	4	9010808	9630		1	20		2							
9020808		1	9020808	2	4	3222	2125	1	71	4	9020808	8025		1	16		0							
9030808		1	9030808	2	4	3222	2125	1	71	4	9030808	8025		1	18		1							
9040808		1	9040808	2	4	3222	2125	1	71	4	9040808	8025		1	20		1							
9050808		1	9050808	2	4	3222	2125	1	71	4	9050808	6420		1	16		2							
9010809		1	9010809	2	4	3280	2145	1	72	4	9010809	6100		1	19		0							
9020809		1	9020809	2	4	3280	2145	1	72	4	9020809	6100		1	17		1							
9030809		1	9030809	2	4	3280	2145	1	72	4	9030809	9150		1	16		2							
9040809		1	9040809	2	4	3280	2145	1	72	4	9040809	7625		1	18		2							
9050809		1	9050809	2	4	3280	2145	1	72	4	9050809	9150		1	20		0							
9010901		1	9010901	2	4	3116	2037	1	73	5	9010901	9930		1	22		0							
9020901		1	9020901	2	4	3116	2037	1	73	5	9020901	6620		1	23		2							
9030901		1	9030901	2	4	3116	2037	1	73	5	9030901	8275		1	21		2							
9040901		1	9040901	2	4	3116	2037	1	73	5	9040901	9930		1	22		0							
9050901		1	9050901	2	4	3116	2037	1	73	5	9050901	6620		1	22		0							
9010902		1	9010902	2	4	3376	2273	1	74	5	9010902	11760		1	22		1							
9020902		1	9020902	2	4	3376	2273	1	74	5	9020902	6720		1	22		1							
9030902		1	9030902	2	4	3376	2273	1	74	5	9030902	6720		1	21		1							
9040902		1	9040902	2	4	3376	2273	1	74	5	9040902	8400		1	22		1							
9050902		1	9050902	2	4	3376	2273	1	74	5	9050902	10080		1	23		0							
9010903		1	9010903	2	4	3423	2334	1	75	5	9010903	6820		1	22		0							
9020903		1	9020903	2	4	3423	2334	1	75	5	9020903	8525		1	21		2							
9030903		1	9030903	2	4	3423	2334	1	75	5	9030903	6820		1	23		2							
9040903		1	9040903	2	4	3423	2334	1	75	5	9040903	6820		1	25		0							
9050903		1	9050903	2	4	3423	2334	1	75	5	9050903	6820		1	21		0							
9010904		1	9010904	2	4	3470	2395	1	76	5	9010904	6920		1	25		1							
9020904		1	9020904	2	4	3470	2395	1	76	5	9020904	6920		1	25		1							
9030904		1	9030904	2	4	3470	2395	1	76	5	9030904	6920		1	23		0							
9040904		1	9040904	2	4	3470	2395	1	76	5	9040904	6920		1	24		1							
9050904		1	9050904	2	4	3470	2395	1	76	5	9050904	8650		1	22		0							
9010905		1	9010905	2	4	3517	2456	1	77	5	9010905	7020		1	24		1							
9020905		1	9020905	2	4	3517	2456	1	77	5	9020905	7020		1	24		2							
9030905		1	9030905	2	4	3517	2456	1	77	5	9030905	8775		1	23		1							
9040905		1	9040905	2	4	3517	2456	1	77	5	9040905	10530		1	21		0							
9050905		1	9050905	2	4	3517	2456	1	77	5	9050905	7020		1	21		0							
9010906		1	9010906	2	4	3564	2517	1	78	5	9010906	10680		1	24		0							
9020906		1	9020906	2	4	3564	2517	1	78	5	9020906	10680		1	25		1							
9030906		1	9030906	2	4	3564	2517	1	78	5	9030906	8900		1	23		1							
9040906		1	9040906	2	4	3564	2517	1	78	5	9040906	12460		1	23		0							
9050906		1	9050906	2	4	3564	2517	1	78	5	9050906	7120		1	25		1							
9010907		1	9010907	2	4	3611	2578	1	79	5	9010907	12635		1	22		2							
9020907		1	9020907	2	4	3611	2578	1	79	5	9020907	12635		1	22		0							
9030907		1	9030907	2	4	3611	2578	1	79	5	9030907	9025		1	24		1							
9040907		1	9040907	2	4	3611	2578	1	79	5	9040907	7220		1	21		0							
9050907		1	9050907	2	4	3611	2578	1	79	5	9050907	7220		1	25		2							
9010908		1	9010908	2	4	3658	2639	1	80	5	9010908	12810		1	23		0							
9020908		1	9020908	2	4	3658	2639	1	80	5	9020908	10980		1	23		1							
9030908		1	9030908	2	4	3658	2639	1	80	5	9030908	9150		1	24		2							
9040908		1	9040908	2	4	3658	2639	1	80	5	9040908	9150		1	21		2							
9050908		1	9050908	2	4	3658	2639	1	80	5	9050908	10980		1	24		1							
9010909		1	9010909	2	4	3705	2700	1	81	5	9010909	0		1	25		1							
9020909		1	9020909	2	4	3705	2700	1	81	5	9020909	0		1	23		2							
9030909		1	9030909	2	4	3705	2700	1	81	5	9030909	0		1	21		1							
9040909		1	9040909	2	4	3705	2700	1	81	5	9040909	0		1	24		0							
9050909		1	9050909	2	4	3705	2700	1	81	5	9050909	0		1	21		2							
9011001		1	9011001	2	4	3519	2700	1	82	5	9011001	0		1	23		1							
9021001		1	9021001	2	4	3519	2700	1	82	5	9021001	0		1	21		2							
9031001		1	9031001	2	4	3519	2700	1	82	5	9031001	0		1	23		1							
9041001		1	9041001	2	4	3519	2700	1	82	5	9041001	0		1	23		0							
9051001		1	9051001	2	4	3519	2700	1	82	5	9051001	0		1	24		2							
9011002		1	9011002	2	4	3767	2710	1	83	5	9011002	0		1	23		1							
9021002		1	9021002	2	4	3767	2710	1	83	5	9021002	0		1	21		0							
9031002		1	9031002	2	4	3767	2710	1	83	5	9031002	0		1	24		1							
9041002		1	9041002	2	4	3767	2710	1	83	5	9041002	0		1	24		2							
9051002		1	9051002	2	4	3767	2710	1	83	5	9051002	0		1	25		0							
9011003		1	9011003	2	4	3796	2715	1	84	5	9011003	0		1	25		2							
9021003		1	9021003	2	4	3796	2715	1	84	5	9021003	0		1	22		2							
9031003		1	9031003	2	4	3796	2715	1	84	5	9031003	0		1	22		0							
9041003		1	9041003	2	4	3796	2715	1	84	5	9041003	0		1	25		0							
9051003		1	9051003	2	4	3796	2715	1	84	5	9051003	0		1	21		1							
9011004		1	9011004	2	4	3825	2715	1	85	5	9011004	0		1	23		2							
9021004		1	9021004	2	4	3825	2715	1	85	5	9021004	0		1	22		0							
9031004		1	9031004	2	4	3825	2715	1	85	5	9031004	0		1	25		2							
9041004		1	9041004	2	4	3825	2715	1	85	5	9041004	0		1	21		2							
9051004		1	9051004	2	4	3825	2715	1	85	5	9051004	0		1	22		2							
9011005		1	9011005	2	4	3854	2980	1	86	5	9011005	0		1	24		0							
9021005		1	9021005	2	4	3854	2980	1	86	5	9021005	0		1	22		0							
9031005		1	9031005	2	4	3854	2980	1	86	5	9031005	0		1	24		0							
9041005		1	9041005	2	4	3854	2980	1	86	5	9041005	0		1	23		1							
9051005		1	9051005	2	4	3854	2980	1	86	5	9051005	0		1	22		1							
9011006		1	9011006	2	4	3883	2980	1	87	5	9011006	0		1	22		2							
9021006		1	9021006	2	4	3883	2980	1	87	5	9021006	0		1	24		0							
9031006		1	9031006	2	4	3883	2980	1	87	5	9031006	0		1	23		2							
9041006		1	9041006	2	4	3883	2980	1	87	5	9041006	0		1	23		1							
9051006		1	9051006	2	4	3883	2980	1	87	5	9051006	0		1	21		2							
9011007		1	9011007	2	4	3912	3012	1	88	5	9011007	0		1	25		0							
9021007		1	9021007	2	4	3912	3012	1	88	5	9021007	0		1	22		0							
9031007		1	9031007	2	4	3912	3012	1	88	5	9031007	0		1	22		0							
9041007		1	9041007	2	4	3912	3012	1	88	5	9041007	0		1	21		1							
9051007		1	9051007	2	4	3912	3012	1	88	5	9051007	0		1	22		0							
9011008		1	9011008	2	4	3941	3044	1	89	5	9011008	0		1	21		1							
9021008		1	9021008	2	4	3941	3044	1	89	5	9021008	0		1	25		1							
9031008		1	9031008	2	4	3941	3044	1	89	5	9031008	0		1	23		0							
9041008		1	9041008	2	4	3941	3044	1	89	5	9041008	0		1	23		2							
9051008		1	9051008	2	4	3941	3044	1	89	5	9051008	0		1	24		2							
9011009		1	9011009	2	4	3970	3076	1	90	5	9011009	0		1	23		2							
9021009		1	9021009	2	4	3970	3076	1	90	5	9021009	0		1	22		2							
9031009		1	9031009	2	4	3970	3076	1	90	5	9031009	0		1	25		1							
9041009		1	9041009	2	4	3970	3076	1	90	5	9041009	0		1	21		0							
9051009		1	9051009	2	4	3970	3076	1	90	5	9051009	0		1	22		2							
																								
12301113		1	12301113	2	2	360	360	1	5	1	12301113				5	3	2							
12301123		1	12301123	2	2	360	360	1	6	1	12301123				2	3	2							
12301133		1	12301133	2	2	360	360	1	7	1	12301133				2	3	1							
12301143		1	12301143	2	2	360	360	1	8	1	12301143				3	3	0							
12301153		1	12301153	2	2	360	360	1	9	1	12301153				4	3	0							
12301163		1	12301163	2	2	360	360	1	10	1	12301163				1	3	2							
12301173		1	12301173	2	2	360	360	1	11	1	12301173				5	3	1							
12301213		1	12301213	2	3	885	945	1	12	1	12301213			1	5	3	1							
12301223		1	12301223	2	3	885	945	1	13	1	12301223			1	3	3	1							
12301233		1	12301233	2	3	885	945	1	14	1	12301233			1	3	3	1							
12301243		1	12301243	2	3	885	945	1	15	1	12301243			1	3	3	0							
12301253		1	12301253	2	3	885	945	1	16	1	12301253			1	2	3	0							
12301263		1	12301263	2	3	885	945	1	17	1	12301263			1	1	3	2							
12301273		1	12301273	2	3	885	945	1	18	1	12301273			1	2	3	0							
12301313		1	12301313	2	3	1185	1170	1	19	2	12301313			1	10	3	1							
12301323		1	12301323	2	3	1185	1170	1	20	2	12301323			1	8	3	0							
12301333		1	12301333	2	3	1185	1170	1	21	2	12301333			1	10	3	2							
12301343		1	12301343	2	3	1185	1170	1	22	2	12301343			1	10	3	2							
12301353		1	12301353	2	3	1185	1170	1	23	2	12301353			1	6	3	1							
12301363		1	12301363	2	3	1185	1170	1	24	2	12301363			1	8	3	1							
