技能id	技能图标	技能描述	武将职业，0-不限 1-5步骑弓车器	技能增加的属性，配置 sprite_stat.txt 中的id	解锁需要将魂的等级（无效字段）		是否需要广播
11319208	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11319208	6		
11319209	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11319209	6		
11319210	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11319210	6		
11319211	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11319211	6		
11319212	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11319212	6		
11319213	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11319213	6		
11319214	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11319214	6		
11319215	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11319215	6		
11319216	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11319216	6		
11319217	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11319217	6		
11319218	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11319218	6		
11319219	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11319219	6		
11319220	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11319220	6		
11319221	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11319221	6		
11319222	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11319222	6		
11319223	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11319223	6		
11319224	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11319224	6		
11319225	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11319225	6		
11319311	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11319311	11		1
11319312	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11319312	11		
11319313	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11319313	11		
11319314	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11319314	11		
11319315	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11319315	11		
11319316	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11319316	11		
11319317	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11319317	11		
11319318	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11319318	11		
11319319	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11319319	11		
11319320	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11319320	11		
11319321	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11319321	11		
11319322	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11319322	11		
11319323	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11319323	11		
11319324	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11319324	11		
11319325	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11319325	11		
11320101	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320101	1		
11320102	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320102	1		
11320103	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320103	1		
11320104	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320104	1		
11320105	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320105	1		
11320106	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320106	1		
11320107	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320107	1		
11320108	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320108	1		
11320109	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320109	1		
11320110	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320110	1		
11320111	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320111	1		
11320112	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320112	1		
11320113	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320113	1		
11320114	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320114	1		
11320115	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320115	1		
11320116	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320116	1		
11320117	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320117	1		
11320118	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320118	1		
11320119	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320119	1		
11320120	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320120	1		
11320121	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320121	1		
11320122	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320122	1		
11320123	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320123	1		
11320124	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320124	1		
11320125	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11320125	1		
11320206	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11320206	6		
11320207	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11320207	6		
11320208	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11320208	6		
11320209	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11320209	6		
11320210	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11320210	6		
11320211	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11320211	6		
11320212	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11320212	6		
11320213	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11320213	6		
11320214	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11320214	6		
11320215	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11320215	6		
11320216	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11320216	6		
11320217	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11320217	6		
11320218	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11320218	6		
11320219	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11320219	6		
11320220	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11320220	6		
11320221	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11320221	6		
11320222	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11320222	6		
11320223	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11320223	6		
11320224	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11320224	6		
11320225	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11320225	6		
11320311	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11320311	11		1
11320312	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11320312	11		
11320313	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11320313	11		
11320314	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11320314	11		
11320315	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11320315	11		
11320316	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11320316	11		
11320317	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11320317	11		
11320318	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11320318	11		
11320319	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11320319	11		
11320320	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11320320	11		
11320321	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11320321	11		
11320322	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11320322	11		
11320323	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11320323	11		
11320324	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11320324	11		
11320325	ui://GeneralBase/Image_Attributes_Avoid_2	骑将减伤	2	11320325	11		
11321101	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321101	1		
11321102	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321102	1		
11321103	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321103	1		
11321104	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321104	1		
11321105	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321105	1		
11321106	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321106	1		
11321107	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321107	1		
11321108	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321108	1		
11321109	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321109	1		
11321110	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321110	1		
11321111	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321111	1		
11321112	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321112	1		
11321113	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321113	1		
11321114	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321114	1		
11321115	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321115	1		
11321116	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321116	1		
11321117	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321117	1		
11321118	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321118	1		
11321119	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321119	1		
11321120	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321120	1		
11321121	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321121	1		
11321122	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321122	1		
11321123	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321123	1		
11321124	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321124	1		
11321125	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11321125	1		
11321206	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11321206	6		
11321207	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11321207	6		
11321208	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11321208	6		
11321209	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11321209	6		
11321210	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11321210	6		
11321211	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11321211	6		
11321212	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11321212	6		
11321213	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11321213	6		
11321214	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11321214	6		
11321215	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11321215	6		
11321216	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11321216	6		
11321217	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11321217	6		
11321218	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11321218	6		
11321219	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11321219	6		
11321220	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11321220	6		
11321221	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11321221	6		
11321222	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11321222	6		
11321223	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11321223	6		
11321224	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11321224	6		
11321225	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11321225	6		
11321311	ui://GeneralBase/Image_Attributes_Damage_2	弓将增伤	3	11321311	11		1
11321312	ui://GeneralBase/Image_Attributes_Damage_2	弓将增伤	3	11321312	11		
11321313	ui://GeneralBase/Image_Attributes_Damage_2	弓将增伤	3	11321313	11		
11321314	ui://GeneralBase/Image_Attributes_Damage_2	弓将增伤	3	11321314	11		
11321315	ui://GeneralBase/Image_Attributes_Damage_2	弓将增伤	3	11321315	11		
11321316	ui://GeneralBase/Image_Attributes_Damage_2	弓将增伤	3	11321316	11		
11321317	ui://GeneralBase/Image_Attributes_Damage_2	弓将增伤	3	11321317	11		
11321318	ui://GeneralBase/Image_Attributes_Damage_2	弓将增伤	3	11321318	11		
11321319	ui://GeneralBase/Image_Attributes_Damage_2	弓将增伤	3	11321319	11		
11321320	ui://GeneralBase/Image_Attributes_Damage_2	弓将增伤	3	11321320	11		
11321321	ui://GeneralBase/Image_Attributes_Damage_2	弓将增伤	3	11321321	11		
11321322	ui://GeneralBase/Image_Attributes_Damage_2	弓将增伤	3	11321322	11		
11321323	ui://GeneralBase/Image_Attributes_Damage_2	弓将增伤	3	11321323	11		
11321324	ui://GeneralBase/Image_Attributes_Damage_2	弓将增伤	3	11321324	11		
11321325	ui://GeneralBase/Image_Attributes_Damage_2	弓将增伤	3	11321325	11		
11322101	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322101	1		
11322102	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322102	1		
11322103	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322103	1		
11322104	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322104	1		
11322105	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322105	1		
11322106	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322106	1		
11322107	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322107	1		
11322108	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322108	1		
11322109	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322109	1		
11322110	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322110	1		
11322111	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322111	1		
11322112	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322112	1		
11322113	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322113	1		
11322114	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322114	1		
11322115	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322115	1		
11322116	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322116	1		
11322117	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322117	1		
11322118	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322118	1		
11322119	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322119	1		
11322120	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322120	1		
11322121	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322121	1		
11322122	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322122	1		
11322123	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322123	1		
11322124	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322124	1		
11322125	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11322125	1		
11322206	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11322206	6		
11322207	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11322207	6		
11322208	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11322208	6		
11322209	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11322209	6		
11322210	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11322210	6		
11322211	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11322211	6		
11322212	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11322212	6		
11322213	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11322213	6		
11322214	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11322214	6		
11322215	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11322215	6		
11322216	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11322216	6		
11322217	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11322217	6		
11322218	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11322218	6		
11322219	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11322219	6		
11322220	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11322220	6		
11322221	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11322221	6		
11322222	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11322222	6		
11322223	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11322223	6		
11322224	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11322224	6		
11322225	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11322225	6		
11322311	ui://GeneralBase/Image_Attributes_Avoid_2	步将减伤	1	11322311	11		1
11322312	ui://GeneralBase/Image_Attributes_Avoid_2	步将减伤	1	11322312	11		
11322313	ui://GeneralBase/Image_Attributes_Avoid_2	步将减伤	1	11322313	11		
11322314	ui://GeneralBase/Image_Attributes_Avoid_2	步将减伤	1	11322314	11		
11322315	ui://GeneralBase/Image_Attributes_Avoid_2	步将减伤	1	11322315	11		
11322316	ui://GeneralBase/Image_Attributes_Avoid_2	步将减伤	1	11322316	11		
11322317	ui://GeneralBase/Image_Attributes_Avoid_2	步将减伤	1	11322317	11		
11322318	ui://GeneralBase/Image_Attributes_Avoid_2	步将减伤	1	11322318	11		
11322319	ui://GeneralBase/Image_Attributes_Avoid_2	步将减伤	1	11322319	11		
11322320	ui://GeneralBase/Image_Attributes_Avoid_2	步将减伤	1	11322320	11		
11322321	ui://GeneralBase/Image_Attributes_Avoid_2	步将减伤	1	11322321	11		
11322322	ui://GeneralBase/Image_Attributes_Avoid_2	步将减伤	1	11322322	11		
11322323	ui://GeneralBase/Image_Attributes_Avoid_2	步将减伤	1	11322323	11		
11322324	ui://GeneralBase/Image_Attributes_Avoid_2	步将减伤	1	11322324	11		
11322325	ui://GeneralBase/Image_Attributes_Avoid_2	步将减伤	1	11322325	11		
11324101	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11324101	1		
11324102	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11324102	1		
11324103	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11324103	1		
11324104	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11324104	1		
11324105	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11324105	1		
11324106	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11324106	1		
11324107	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11324107	1		
11324108	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11324108	1		
11324109	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11324109	1		
11324110	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11324110	1		
11324111	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11324111	1		
11324112	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11324112	1		
11324113	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11324113	1		
11324114	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11324114	1		
11324115	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11324115	1		
11324206	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11324206	6		
11324207	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11324207	6		
11324208	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11324208	6		
11324209	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11324209	6		
11324210	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11324210	6		
11324211	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11324211	6		
11324212	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11324212	6		
11324213	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11324213	6		
11324214	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11324214	6		
11324215	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11324215	6		
11325101	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325101	1		
11325102	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325102	1		
11325103	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325103	1		
11325104	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325104	1		
11325105	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325105	1		
11325106	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325106	1		
11325107	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325107	1		
11325108	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325108	1		
11325109	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325109	1		
11325110	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325110	1		
11325111	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325111	1		
11325112	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325112	1		
11325113	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325113	1		
11325114	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325114	1		
11325115	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325115	1		
11325116	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325116	1		
11325117	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325117	1		
11325118	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325118	1		
11325119	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325119	1		
11325120	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325120	1		
11325121	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325121	1		
11325122	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325122	1		
11325123	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325123	1		
11325124	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325124	1		
11325125	ui://GeneralBase/Image_Attributes_Anti_2	防御强化	0	11325125	1		
11325206	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11325206	6		
11325207	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11325207	6		
11325208	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11325208	6		
11325209	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11325209	6		
11325210	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11325210	6		
11325211	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11325211	6		
11325212	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11325212	6		
11325213	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11325213	6		
11325214	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11325214	6		
11325215	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11325215	6		
11325216	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11325216	6		
11325217	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11325217	6		
11325218	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11325218	6		
11325219	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11325219	6		
11325220	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11325220	6		
11325221	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11325221	6		
11325222	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11325222	6		
11325223	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11325223	6		
11325224	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11325224	6		
11325225	ui://GeneralBase/Image_Attributes_Agile_2	敏捷强化	0	11325225	6		
11325311	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11325311	11		1
11325312	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11325312	11		
11325313	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11325313	11		
11325314	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11325314	11		
11325315	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11325315	11		
11325316	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11325316	11		
11325317	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11325317	11		
11325318	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11325318	11		
11325319	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11325319	11		
11325320	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11325320	11		
11325321	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11325321	11		
11325322	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11325322	11		
11325323	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11325323	11		
11325324	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11325324	11		
11325325	ui://GeneralBase/Image_Attributes_Avoid_2	车将减伤	4	11325325	11		
11326101	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11326101	1		
11326102	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11326102	1		
11326103	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11326103	1		
11326104	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11326104	1		
11326105	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11326105	1		
11326106	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11326106	1		
11326107	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11326107	1		
11326108	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11326108	1		
11326109	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11326109	1		
11326110	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11326110	1		
11326111	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11326111	1		
11326112	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11326112	1		
11326113	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11326113	1		
11326114	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11326114	1		
11326115	ui://GeneralBase/Image_Attributes_Strength_2	体力强化	0	11326115	1		
11326206	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11326206	6		
11326207	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11326207	6		
11326208	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11326208	6		
11326209	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11326209	6		
11326210	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11326210	6		
11326211	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11326211	6		
11326212	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11326212	6		
11326213	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11326213	6		
11326214	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11326214	6		
11326215	ui://GeneralBase/Image_Attributes_Attack_2	攻击强化	0	11326215	6		
